section 2h,LegalReferences
the Securities Exchange Act of 1934,LegalReferences
approval,RegulatoryOperators
clearing requirement,EconomicOperands
group,EconomicOperands
category,EconomicOperands
accept,EconomicOperands
section 2h1,LegalReferences
exempt,RegulatoryOperators
establish,RegulatoryOperators
significance,EconomicOperands
Compliance,EconomicOperands
required,RegulatoryOperators
compliance,EconomicOperands
Operations,EconomicOperands
Federal reserve,EconomicOperands
account,EconomicOperands
Federal Reserve,EconomicOperands
Bank,EconomicOperands
deposit,EconomicOperands
accounts,EconomicOperands
first,LogicalConnectors
paragraph,LegalReferences
section 13,LegalReferences
the Federal Reserve Act 12 USC 342,LegalReferences
authorized,RegulatoryOperators
Advances,EconomicOperands
bank,EconomicOperands
discount,EconomicOperands
borrowing,EconomicOperands
privileges,EconomicOperands
a majority of,FunctionWords
number,EconomicOperands
in accordance with,LogicalConnectors
section 11r2,LegalReferences
the Federal Reserve Act 12 USC 248r2,LegalReferences
Secretary,EconomicOperands
it,EconomicOperands
adequate,Attributes
institutions,EconomicOperands
discounts,EconomicOperands
limitations,EconomicOperands
restrictions,RegulatoryOperators
and regulations,EconomicOperands
Access,EconomicOperands
this section,LegalReferences
bank holding company,EconomicOperands
A,FunctionWords
pay,EconomicOperands
same,FunctionWords
extent,EconomicOperands
Reserve requirements,EconomicOperands
reserve requirements,EconomicOperands
section 19,LegalReferences
the Federal Reserve Act 12 USC 461,LegalReferences
applicable to,FunctionWords
Changes,EconomicOperands
changes,EconomicOperands
change,EconomicOperands
rules of,EconomicOperands
Terms,Other
Each,FunctionWords
describe,Other
when,FunctionWords
Contents,Other
effects,EconomicOperands
plans,EconomicOperands
designated financial market utilitys,EconomicOperands
techniques,EconomicOperands
regarding,LogicalConnectors
further,LogicalConnectors
Change,EconomicOperands
receives,EconomicOperands
requests,EconomicOperands
complex,EconomicOperands
issues,EconomicOperands
during,FunctionWords
60-day,Attributes
period,EconomicOperands
subparagraphs E and G,LegalReferences
less than,LogicalConnectors
conditions,EconomicOperands
emergency,EconomicOperands
continue,EconomicOperands
In addition to,LogicalConnectors
was,FunctionWords
Modification,EconomicOperands
consistent,Attributes
section 805a,LegalReferences
submits,EconomicOperands
Examination,EconomicOperands
enforcement,EconomicOperands
against,FunctionWords
Notwithstanding,LogicalConnectors
law,EconomicOperands
subsection d,LegalReferences
examinations,EconomicOperands
at least,LogicalConnectors
once,FunctionWords
in order to,LogicalConnectors
operational risks,EconomicOperands
capabilities,EconomicOperands
monitor,EconomicOperands
control,EconomicOperands
Service providers,EconomicOperands
Whenever,FunctionWords
service,EconomicOperands
operation,EconomicOperands
another,FunctionWords
affiliate,EconomicOperands
off,FunctionWords
examine,EconomicOperands
were,FunctionWords
Enforcement,EconomicOperands
enforcing,RegulatoryOperators
subsections b through n,LegalReferences
section 8,LegalReferences
the Federal Deposit Insurance Act 12 USC 1818,LegalReferences
insured depository institution,EconomicOperands
involvement,EconomicOperands
examination,EconomicOperands
methodology,EconomicOperands
subsections a and b,LegalReferences
all,FunctionWords
recommendations,EconomicOperands
Recommendation,EconomicOperands
recommend,EconomicOperands
recommendation,EconomicOperands
paragraph 3,LegalReferences
referenced,LegalReferences
subsection c,LegalReferences
reasonable,Attributes
cause,EconomicOperands
to conclude,LogicalConnectors
section 806e,LegalReferences
poses,EconomicOperands
subsection e,LegalReferences
paragraph 1,LegalReferences
other financial institutions,EconomicOperands
available,EconomicOperands
paragraphs 2 and 3,LegalReferences
appropriate financial regulators,EconomicOperands
Delegation,EconomicOperands
Request,EconomicOperands
written request,EconomicOperands
enforce,RegulatoryOperators
if so,LogicalConnectors
Back-up,EconomicOperands
Limitations,EconomicOperands
paragraph 1A,LegalReferences
only if,LogicalConnectors
clause i,LegalReferences
Boards,EconomicOperands
clause ii,LegalReferences
obtained,EconomicOperands
paragraph 1B,LegalReferences
Requests for information,EconomicOperands
reports,EconomicOperands
records,EconomicOperands
Information,EconomicOperands
To,FunctionWords
Financial institutions,EconomicOperands
Reporting,EconomicOperands
frequency,EconomicOperands
deemed,RegulatoryOperators
appropriately,Attributes
requirement,EconomicOperands
section 805a2,LegalReferences
Coordination,EconomicOperands
supervisory agency,EconomicOperands
coordination,EconomicOperands
coordinate,EconomicOperands
detail,EconomicOperands
Supervisory,EconomicOperands
each other,FunctionWords
report,EconomicOperands
subsection c1,LegalReferences
reporting requirements,EconomicOperands
directly,Attributes
persons,EconomicOperands
concerns,EconomicOperands
promptly,Attributes
about,FunctionWords
relating to,FunctionWords
Other,FunctionWords
supervisory,EconomicOperands
Reserve Banks,EconomicOperands
State,EconomicOperands
supervisory agencies,EconomicOperands
foreign,EconomicOperands
supervisors,EconomicOperands
central banks,EconomicOperands
finance,EconomicOperands
confidentiality,EconomicOperands
however,LogicalConnectors
other than,FunctionWords
this paragraph,LegalReferences
without,FunctionWords
the Commodity Exchange Act 7 USC 12,LegalReferences
Privilege,EconomicOperands
privilege,EconomicOperands
thereof,FunctionWords
used,EconomicOperands
Disclosure,EconomicOperands
exemption,RegulatoryOperators
assessment,EconomicOperands
disclosure,EconomicOperands
section 552,LegalReferences
title 5,LegalReferences
subsection b3,LegalReferences
issue,EconomicOperands
carry out,EconomicOperands
evasions,EconomicOperands
except,FunctionWords
section 805,LegalReferences
less,FunctionWords
conflict,EconomicOperands
prior,EconomicOperands
exercising,EconomicOperands
sections,LegalReferences
amended,Other
amendment,Other
section 745b3,LegalReferences
section 728,LegalReferences
SEC,EconomicOperands
section 19b2,LegalReferences
section 13n,LegalReferences
section 763i,LegalReferences
framework,EconomicOperands
Not later,LogicalConnectors
year,EconomicOperands
enactment,Other
joint,EconomicOperands
Committee on Banking Housing and Urban Affairs,EconomicOperands
Committee,EconomicOperands
Senate,EconomicOperands
Committee on Financial Services,EconomicOperands
House of Representatives,EconomicOperands
oversight,EconomicOperands
regulators,EconomicOperands
potential,EconomicOperands
Effective date,EconomicOperands
as of,FunctionWords
contents,Other
This Act,LegalReferences
Dodd-Frank Wall Street Reform and Consumer Protection Act,LegalReferences
2,FunctionWords
requires,RegulatoryOperators
specifically,LogicalConnectors
Affiliate,EconomicOperands
meaning,Other
Appropriate Federal banking agency,EconomicOperands
On,FunctionWords
transfer date,EconomicOperands
12 USC 1813q,LegalReferences
title III,LegalReferences
Board of governors,EconomicOperands
System,EconomicOperands
Bureau,EconomicOperands
Consumer,EconomicOperands
title X,LegalReferences
Commodity,EconomicOperands
swap dealer,EconomicOperands
swap execution facility,EconomicOperands
board of trade,EconomicOperands
commodity pool,EconomicOperands
meanings,Other
given,FunctionWords
Corporation,EconomicOperands
Federal Deposit Insurance Corporation,EconomicOperands
title I,LegalReferences
Credit union,EconomicOperands
Federal credit union,EconomicOperands
Federal banking agency,EconomicOperands
Office of the Comptroller of the Currency,EconomicOperands
Federal banking agencies,EconomicOperands
referred to,FunctionWords
Functionally regulated subsidiary,EconomicOperands
functionally regulated subsidiary,EconomicOperands
section 5c5,LegalReferences
the Bank Holding Company Act of 1956 12 USC 1844c5,LegalReferences
Primary financial regulatory agency,EconomicOperands
Act,LegalReferences
investment,EconomicOperands
nationally recognized statistical rating organization,EconomicOperands
association,EconomicOperands
Securities,EconomicOperands
Board,EconomicOperands
Public,EconomicOperands
Company,EconomicOperands
Oversight,EconomicOperands
the Sarbanes-Oxley Act of 2002 15 USC 7211 et seq,LegalReferences
Investor Protection,EconomicOperands
the Securities Investor Protection Act of 1970 15 USC 78aaa et seq,LegalReferences
security-based swap execution facility,EconomicOperands
security-based swap data repository,EconomicOperands
security-based swap dealer,EconomicOperands
major security-based swap participant,EconomicOperands
in that,LogicalConnectors
commodity trading adviser,EconomicOperands
retail,EconomicOperands
swap data repository,EconomicOperands
major swap participant,EconomicOperands
insurance,EconomicOperands
Housing,EconomicOperands
Finance,EconomicOperands
Agency,EconomicOperands
Home,EconomicOperands
Loan,EconomicOperands
Banks,EconomicOperands
Federal National Mortgage Association,EconomicOperands
Federal Home Loan Mortgage Corporation,EconomicOperands
Prudential standards,EconomicOperands
prudential standards,EconomicOperands
regulatory,EconomicOperands
section 165,LegalReferences
issuer,EconomicOperands
securities laws,EconomicOperands
Transfer date,EconomicOperands
section 311,LegalReferences
incorporated,EconomicOperands
Deposit insurance act,LegalReferences
Federal depository institution,EconomicOperands
Federal savings association,EconomicOperands
insured branch,EconomicOperands
national member bank,EconomicOperands
national nonmember bank,EconomicOperands
savings association,EconomicOperands
State bank,EconomicOperands
State depository institution,EconomicOperands
State member bank,EconomicOperands
State nonmember bank,EconomicOperands
State savings association,EconomicOperands
subsidiary,EconomicOperands
Holding Companies,EconomicOperands
the Bank Holding Company Act of 1956 12 USC 1841,LegalReferences
financial holding company,EconomicOperands
section 2p,LegalReferences
the Bank Holding Company Act of 1956 12 USC 1841p,LegalReferences
savings and loan holding company,EconomicOperands
section 10,LegalReferences
Home Owners Loan Act,LegalReferences
made,FunctionWords
application,EconomicOperands
held,EconomicOperands
the remainder of,FunctionWords
amendments,Other
4,FunctionWords
take effect,RegulatoryOperators
Effects,EconomicOperands
Committees,EconomicOperands
Antitrust,EconomicOperands
savings,FunctionWords
antitrust laws,EconomicOperands
the Clayton Act,LegalReferences
section 5,LegalReferences
the Federal Trade Commission Act,LegalReferences
methods,EconomicOperands
competition,EconomicOperands
access,EconomicOperands
Financial Institutions Act of 2010,LegalReferences
financial products,EconomicOperands
who,FunctionWords
Account,EconomicOperands
eligible entity,EconomicOperands
obtains,EconomicOperands
products,EconomicOperands
loan,EconomicOperands
Community development financial institution,EconomicOperands
community development financial institution,EconomicOperands
Community,EconomicOperands
Development,EconomicOperands
Banking,EconomicOperands
Financial Institutions Act of 1994 12 USC 47025,LegalReferences
Eligible entity,EconomicOperands
section 501c3,LegalReferences
tax,EconomicOperands
section 501a,LegalReferences
federally insured depository institution,EconomicOperands
local,EconomicOperands
government,EconomicOperands
partnership,EconomicOperands
subparagraphs A through D,LegalReferences
Federally insured depository institution,EconomicOperands
one,FunctionWords
needs,EconomicOperands
restrict,RegulatoryOperators
Subject to,LogicalConnectors
several,FunctionWords
loans,EconomicOperands
consumers,EconomicOperands
Loans,EconomicOperands
lending,EconomicOperands
practices,EconomicOperands
Financial literacy,EconomicOperands
opportunities,EconomicOperands
financial literacy,EconomicOperands
consumer,EconomicOperands
As,FunctionWords
measures,EconomicOperands
obtain,EconomicOperands
Financial Institutions Act of 1994 12 USC 4701 et seq,LegalReferences
adding,Other
end,Other
Purposes,EconomicOperands
make,FunctionWords
Fund,EconomicOperands
community development financial institutions,EconomicOperands
costs of,EconomicOperands
small dollar loan programs,EconomicOperands
amounts,EconomicOperands
loss,EconomicOperands
some,FunctionWords
losses,EconomicOperands
cost,EconomicOperands
fund,EconomicOperands
small dollar loan program,EconomicOperands
amount,EconomicOperands
percent,Attributes
Use,EconomicOperands
direct,Attributes
used to,FunctionWords
technology,EconomicOperands
costs,EconomicOperands
consumer reporting agency that compiles and maintains files on consumers on a nationwide basis,EconomicOperands
section 603p,LegalReferences
the Fair Credit Reporting Act,LegalReferences
There,FunctionWords
remain,EconomicOperands
until,FunctionWords
Regulations,EconomicOperands
promulgate,EconomicOperands
Regulatory,EconomicOperands
classifications,EconomicOperands
adjustments,EconomicOperands
exceptions,RegulatoryOperators
evasion,EconomicOperands
results,EconomicOperands
Insurance,EconomicOperands
Federal Insurance Office,EconomicOperands
Insurance Office Act of 2010,LegalReferences
office,EconomicOperands
I,FunctionWords
subtitle I,LegalReferences
title 31,LegalReferences
redesignating,Other
section 312,LegalReferences
section 315,LegalReferences
section 313,LegalReferences
inserting,Other
redesignated,Other
Office,EconomicOperands
Director,EconomicOperands
Senior,EconomicOperands
Service,EconomicOperands
section 3132,LegalReferences
Functions,EconomicOperands
gaps,EconomicOperands
regulation of,EconomicOperands
insurers,EconomicOperands
crisis,EconomicOperands
underserved communities,EconomicOperands
section 1204c,LegalReferences
Financial Institutions,EconomicOperands
Reform,EconomicOperands
affordable,EconomicOperands
health,EconomicOperands
insurer,EconomicOperands
affiliates,EconomicOperands
regulation,EconomicOperands
nonbank financial company supervised by the Board of Governors,EconomicOperands
the Terrorism Risk Insurance Act of 2002,LegalReferences
policy,EconomicOperands
International Association of Insurance Supervisors,EconomicOperands
covered agreements,EconomicOperands
subsection r,LegalReferences
subsection f,LegalReferences
State insurance measures,EconomicOperands
States,EconomicOperands
State insurance regulators,EconomicOperands
importance,EconomicOperands
perform,EconomicOperands
domestic,EconomicOperands
policy issues,EconomicOperands
capacity,EconomicOperands
the Financial Stability Act of 2010,LegalReferences
Health,EconomicOperands
Human,EconomicOperands
Services,EconomicOperands
based on,Other
section 2791,LegalReferences
the Public Health Service Act,LegalReferences
the Federal Crop Insurance Act 7 USC 1501 et seq,LegalReferences
collect,EconomicOperands
information-sharing,EconomicOperands
Rule of construction,Other
Exception,RegulatoryOperators
Paragraph 2,LegalReferences
size,EconomicOperands
State insurance regulator,EconomicOperands
publicly,EconomicOperands
sources,EconomicOperands
regulator,EconomicOperands
source,EconomicOperands
complies with,RegulatoryOperators
title 44,LegalReferences
the Paperwork Reduction Act,LegalReferences
Confidentiality,EconomicOperands
court,EconomicOperands
Information-sharing,EconomicOperands
comply,RegulatoryOperators
Section 552,LegalReferences
power,EconomicOperands
paragraph 4,LegalReferences
served,EconomicOperands
In the case of,LogicalConnectors
Standard,EconomicOperands
State insurance measure,EconomicOperands
section 314,LegalReferences
measure,EconomicOperands
treatment,EconomicOperands
non-United States insurer,EconomicOperands
covered agreement,EconomicOperands
United States insurer,EconomicOperands
interested parties,EconomicOperands
as a result of,LogicalConnectors
reinsurance,EconomicOperands
substantially equivalent to the level of protection achieved,EconomicOperands
Financial Services,EconomicOperands
Means,Other
Urban Affairs,EconomicOperands
and Finance,EconomicOperands
effectiveness,EconomicOperands
still,LogicalConnectors
as well as,LogicalConnectors
effective date,EconomicOperands
No,FunctionWords
Administrative Procedures Act,LegalReferences
subsection f2,LegalReferences
Savings,FunctionWords
Nothing,FunctionWords
rates,EconomicOperands
premiums,EconomicOperands
underwriting,EconomicOperands
sales,EconomicOperands
coverage,EconomicOperands
business of insurance,EconomicOperands
solvency,EconomicOperands
limit,EconomicOperands
the Consumer Financial Protection Agency Act of 2010,LegalReferences
general,FunctionWords
Federal financial regulatory agency,EconomicOperands
foreign governments,EconomicOperands
committees,EconomicOperands
uniformity,EconomicOperands
section 141,LegalReferences
the Trade Act of 1974 19 USC 2171,LegalReferences
development,EconomicOperands
Annual,Attributes
congress,EconomicOperands
Section 313,LegalReferences
calendar year,EconomicOperands
Reports,EconomicOperands
impact,EconomicOperands
part II,LegalReferences
Reinsurance Reform Act of 2010,LegalReferences
regulated,RegulatoryOperators
companies,EconomicOperands
jurisdictions,EconomicOperands
Study,EconomicOperands
18 months,Attributes
study,EconomicOperands
insurance regulation,EconomicOperands
Systemic risk,EconomicOperands
Capital standards,EconomicOperands
allocation,EconomicOperands
liabilities,EconomicOperands
Consumer protection,EconomicOperands
consolidated,EconomicOperands
International,EconomicOperands
benefits,EconomicOperands
across,FunctionWords
various,FunctionWords
while,LogicalConnectors
eliminate,EconomicOperands
regulatory arbitrage,EconomicOperands
developments,EconomicOperands
might,FunctionWords
consumer protection,EconomicOperands
potential consequences,EconomicOperands
subjecting,RegulatoryOperators
resolution,EconomicOperands
claims,EconomicOperands
creditor,EconomicOperands
assets,EconomicOperands
competitiveness,EconomicOperands
Such,FunctionWords
Required,RegulatoryOperators
With respect to,LogicalConnectors
controls,EconomicOperands
Covered agreement,EconomicOperands
achieves,EconomicOperands
Insurer,EconomicOperands
Supervision,EconomicOperands
Non-United States insurer,EconomicOperands
organized,EconomicOperands
practice,EconomicOperands
responsible for,EconomicOperands
Substantially equivalent to the level of protection achieved,EconomicOperands
foreign government,EconomicOperands
outcome,EconomicOperands
Covered agreements,EconomicOperands
Requirements,EconomicOperands
what,FunctionWords
subsection b1,LegalReferences
Section 321a,LegalReferences
paragraph 7,LegalReferences
striking,Other
,Attributes
semicolon,Other
this subtitle,LegalReferences
period beginning,EconomicOperands
Nonadmitted insurance,EconomicOperands
Home States,EconomicOperands
home State,EconomicOperands
premium tax,EconomicOperands
nonadmitted insurance,EconomicOperands
Allocation,EconomicOperands
begins,EconomicOperands
Report,EconomicOperands
NAIC,EconomicOperands
interstate,EconomicOperands
surplus lines brokers,EconomicOperands
independently procured insurance,EconomicOperands
exposures,EconomicOperands
located,EconomicOperands
filing,Other
Regulation of,EconomicOperands
Home State,EconomicOperands
Broker,EconomicOperands
licensing,EconomicOperands
surplus lines broker,EconomicOperands
sell,EconomicOperands
section 521,LegalReferences
whose,FunctionWords
compensation,EconomicOperands
This section,LegalReferences
restricts,RegulatoryOperators
nonadmitted insurer,EconomicOperands
fees,EconomicOperands
criteria,EconomicOperands
nonadmitted insurers,EconomicOperands
Non-Admitted Insurance Model Act,EconomicOperands
section 521b,LegalReferences
outside,FunctionWords
Insurers,EconomicOperands
commercial,EconomicOperands
purchasers,EconomicOperands
exempt commercial purchaser,EconomicOperands
can,FunctionWords
admitted insurers,EconomicOperands
greater,LogicalConnectors
regulatory oversight,EconomicOperands
subsequently,LogicalConnectors
Comptroller General of the United States,EconomicOperands
the number of,FunctionWords
holding companies,EconomicOperands
business,EconomicOperands
price,EconomicOperands
availability,EconomicOperands
there,FunctionWords
Comptroller General,EconomicOperands
Admitted insurer,EconomicOperands
admitted insurer,EconomicOperands
engage,EconomicOperands
Affiliated group,EconomicOperands
affiliated group,EconomicOperands
Control,EconomicOperands
An,FunctionWords
indirectly,Attributes
25 percent,Attributes
directors,EconomicOperands
Exempt commercial purchaser,EconomicOperands
qualified risk manager,EconomicOperands
