SOLUTIONS;1
COMPROMISE;1
OBSERVATIONS;3
FLEXIBLE;1
ARBITRATION;3
ANNUM;1
CONTINUING;1
CONFIDENT;2
•;7
VOTE;2
ASKED;1
BUILDING;3
RECEIVED;3
–;3
PANELS;15
ACTED;1
RESTART;1
ORDINATE;2
REVIEWING;1
PILOTS;1
