id_question,id_regulation,user,answer,correctanswer,score,id_student,time,sex,ed_level,ed_yr_obtained,ed_area,ed_institution,ex_area,ex_yr,total_score,is_correct
7,29,"71530",51,57,2,"71530",00:02:3,"Male","Master’s Level","","Business","HEC","Business","1",4,0
8,16,"71530",10,10,3,"71530",00:01:17,"Male","Master’s Level","","Business","HEC","Business","1",4,1
9,5,"71530",26,36,3,"71530",00:01:2,"Male","Master’s Level","","Business","HEC","Business","1",4,0
10,11,"71530",12,12,4,"71530",00:00:51,"Male","Master’s Level","","Business","HEC","Business","1",4,1
2,11,"71533",32,12,0,"71533",00:02:2,"Female","Master’s Level","2019","Business","Bocconi","Business","0",5,0
2,11,"71533",32,12,0,"71533",00:02:2,"Female","Master’s Level","2019","Business","Bocconi","Business","0",5,0
3,22,"71533",13,22,0,"71533",00:00:37,"Female","Master’s Level","2019","Business","Bocconi","Business","0",5,0
3,26,"71533",57,67,0,"71533",00:01:27,"Female","Master’s Level","2019","Business","Bocconi","Business","0",5,0
4,16,"71533",10,10,1,"71533",00:01:33,"Female","Master’s Level","2019","Business","Bocconi","Business","0",5,1
4,25,"71533",56,37,0,"71533",00:00:2,"Female","Master’s Level","2019","Business","Bocconi","Business","0",5,0
5,23,"71533",47,47,2,"71533",00:02:34,"Female","Master’s Level","2019","Business","Bocconi","Business","0",5,1
5,23,"71533",24,47,0,"71533",00:00:2,"Female","Master’s Level","2019","Business","Bocconi","Business","0",5,0
6,3,"71533",13,18,0,"71533",00:00:3,"Female","Master’s Level","2019","Business","Bocconi","Business","0",5,0
6,32,"71533",24,14,2,"71533",00:02:39,"Female","Master’s Level","2019","Business","Bocconi","Business","0",5,0
7,33,"71533",20,30,0,"71533",00:00:2,"Female","Master’s Level","2019","Business","Bocconi","Business","0",5,0
7,17,"71533",60,60,3,"71533",00:03:37,"Female","Master’s Level","2019","Business","Bocconi","Business","0",5,1
8,19,"71533",55,55,4,"71533",00:03:13,"Female","Master’s Level","2019","Business","Bocconi","Business","0",5,1
8,1,"71533",19,38,0,"71533",00:00:10,"Female","Master’s Level","2019","Business","Bocconi","Business","0",5,0
9,38,"71533",30,61,0,"71533",00:00:8,"Female","Master’s Level","2019","Business","Bocconi","Business","0",5,0
9,38,"71533",61,61,5,"71533",00:00:40,"Female","Master’s Level","2019","Business","Bocconi","Business","0",5,1
10,15,"71533",42,20,0,"71533",00:00:4,"Female","Master’s Level","2019","Business","Bocconi","Business","0",5,0
10,37,"71533",24,8,5,"71533",00:00:55,"Female","Master’s Level","2019","Business","Bocconi","Business","0",5,0
2,23,"71534",47,47,1,"71534",00:03:45,"Female","Bachelor’s Level","2020","Business","University of St. Gallen (HSG)","Other","0",7,1
3,11,"71534",12,12,2,"71534",00:01:6,"Female","Bachelor’s Level","2020","Business","University of St. Gallen (HSG)","Other","0",7,1
4,14,"71534",67,67,3,"71534",00:00:53,"Female","Bachelor’s Level","2020","Business","University of St. Gallen (HSG)","Other","0",7,1
5,32,"71534",14,14,4,"71534",00:01:32,"Female","Bachelor’s Level","2020","Business","University of St. Gallen (HSG)","Other","0",7,1
6,7,"71534",26,26,5,"71534",00:01:23,"Female","Bachelor’s Level","2020","Business","University of St. Gallen (HSG)","Other","0",7,1
7,5,"71534",30,36,5,"71534",00:03:33,"Female","Bachelor’s Level","2020","Business","University of St. Gallen (HSG)","Other","0",7,0
8,24,"71534",46,46,6,"71534",00:05:17,"Female","Bachelor’s Level","2020","Business","University of St. Gallen (HSG)","Other","0",7,1
9,29,"71534",57,57,7,"71534",00:02:8,"Female","Bachelor’s Level","2020","Business","University of St. Gallen (HSG)","Other","0",7,1
10,15,"71534",27,20,7,"71534",00:02:49,"Female","Bachelor’s Level","2020","Business","University of St. Gallen (HSG)","Other","0",7,0
2,12,"72443",13,13,1,"72443",00:03:0,"Male","Master’s Level","2022","Business","HEC Paris","Business","0",8,1
3,29,"72443",57,57,2,"72443",00:02:41,"Male","Master’s Level","2022","Business","HEC Paris","Business","0",8,1
4,4,"72443",55,55,3,"72443",00:00:56,"Male","Master’s Level","2022","Business","HEC Paris","Business","0",8,1
5,6,"72443",34,34,4,"72443",00:02:52,"Male","Master’s Level","2022","Business","HEC Paris","Business","0",8,1
6,1,"72443",38,38,5,"72443",00:03:4,"Male","Master’s Level","2022","Business","HEC Paris","Business","0",8,1
7,10,"72443",12,12,6,"72443",00:00:32,"Male","Master’s Level","2022","Business","HEC Paris","Business","0",8,1
8,9,"72443",35,35,7,"72443",00:01:1,"Male","Master’s Level","2022","Business","HEC Paris","Business","0",8,1
9,28,"72443",38,38,8,"72443",00:03:8,"Male","Master’s Level","2022","Business","HEC Paris","Business","0",8,1
10,15,"72443",15,20,8,"72443",00:02:57,"Male","Master’s Level","2022","Business","HEC Paris","Business","0",8,0
2,25,"S033002065256M",36,37,0,"S033002065256M",00:03:7,"Male","Bachelor’s Level","2020","Business","Goethe Universität Frankfurt am Main","Business","1",3,0
3,14,"S033002065256M",67,67,1,"S033002065256M",00:01:26,"Male","Bachelor’s Level","2020","Business","Goethe Universität Frankfurt am Main","Business","1",3,1
4,16,"S033002065256M",10,10,2,"S033002065256M",00:02:40,"Male","Bachelor’s Level","2020","Business","Goethe Universität Frankfurt am Main","Business","1",3,1
5,10,"S033002065256M",12,12,3,"S033002065256M",00:01:14,"Male","Bachelor’s Level","2020","Business","Goethe Universität Frankfurt am Main","Business","1",3,1
6,23,"S033002065256M",47,47,3,"S033002065256M",00:02:55,"Male","Bachelor’s Level","2020","Business","Goethe Universität Frankfurt am Main","Business","1",3,1
7,8,"S033002065256M",13,13,3,"S033002065256M",00:01:26,"Male","Bachelor’s Level","2020","Business","Goethe Universität Frankfurt am Main","Business","1",3,1
8,24,"S033002065256M",50,46,2,"S033002065256M",00:02:49,"Male","Bachelor’s Level","2020","Business","Goethe Universität Frankfurt am Main","Business","1",3,0
9,37,"S033002065256M",8,8,3,"S033002065256M",00:00:16,"Male","Bachelor’s Level","2020","Business","Goethe Universität Frankfurt am Main","Business","1",3,1
10,35,"S033002065256M",30,37,2,"S033002065256M",00:01:19,"Male","Bachelor’s Level","2020","Business","Goethe Universität Frankfurt am Main","Business","1",3,0
2,30,"S53441",52,61,0,"S53441",00:02:6,"Female","Bachelor’s Level","2018","Other","Peking University","Other","0",4,0
3,1,"S53441",38,38,1,"S53441",00:01:27,"Female","Bachelor’s Level","2018","Other","Peking University","Other","0",4,1
4,20,"S53441",37,37,2,"S53441",00:03:59,"Female","Bachelor’s Level","2018","Other","Peking University","Other","0",4,1
5,2,"S53441",11,25,1,"S53441",00:05:2,"Female","Bachelor’s Level","2018","Other","Peking University","Other","0",4,0
6,34,"S53441",1,1,2,"S53441",00:03:2,"Female","Bachelor’s Level","2018","Other","Peking University","Other","0",4,1
7,10,"S53441",12,12,2,"S53441",00:01:13,"Female","Bachelor’s Level","2018","Other","Peking University","Other","0",4,1
8,4,"S53441",55,55,3,"S53441",00:00:46,"Female","Bachelor’s Level","2018","Other","Peking University","Other","0",4,1
9,15,"S53441",20,20,4,"S53441",00:03:47,"Female","Bachelor’s Level","2018","Other","Peking University","Other","0",4,1
10,7,"S53441",18,26,3,"S53441",00:02:57,"Female","Bachelor’s Level","2018","Other","Peking University","Other","0",4,0
2,35,"S60068",42,37,0,"S60068",00:01:52,"Male","Bachelor’s Level","2018","Business","HEC Paris","Business","1",2,0
3,38,"S60068",61,61,1,"S60068",00:00:48,"Male","Bachelor’s Level","2018","Business","HEC Paris","Business","1",2,1
4,4,"S60068",55,55,2,"S60068",00:00:27,"Male","Bachelor’s Level","2018","Business","HEC Paris","Business","1",2,1
5,37,"S60068",38,8,2,"S60068",00:01:9,"Male","Bachelor’s Level","2018","Business","HEC Paris","Business","1",2,0
6,5,"S60068",28,36,2,"S60068",00:00:7,"Male","Bachelor’s Level","2018","Business","HEC Paris","Business","1",2,0
7,15,"S60068",45,20,2,"S60068",00:00:22,"Male","Bachelor’s Level","2018","Business","HEC Paris","Business","1",2,0
8,18,"S60068",55,64,2,"S60068",00:00:15,"Male","Bachelor’s Level","2018","Business","HEC Paris","Business","1",2,0
9,30,"S60068",58,61,2,"S60068",00:00:13,"Male","Bachelor’s Level","2018","Business","HEC Paris","Business","1",2,0
10,28,"S60068",54,38,2,"S60068",00:00:18,"Male","Bachelor’s Level","2018","Business","HEC Paris","Business","1",2,0
2,18,"S60181",63,64,0,"S60181",00:02:58,"Male","Master’s Level","2021","Business","HEC Paris","Business","1",2,0
3,35,"S60181",37,37,1,"S60181",00:03:25,"Male","Master’s Level","2021","Business","HEC Paris","Business","1",2,1
4,25,"S60181",37,37,1,"S60181",00:02:36,"Male","Master’s Level","2021","Business","HEC Paris","Business","1",2,1
5,36,"S60181",30,30,1,"S60181",00:00:31,"Male","Master’s Level","2021","Business","HEC Paris","Business","1",2,1
6,1,"S60181",34,38,0,"S60181",00:02:40,"Male","Master’s Level","2021","Business","HEC Paris","Business","1",2,0
7,11,"S60181",13,12,0,"S60181",00:01:29,"Male","Master’s Level","2021","Business","HEC Paris","Business","1",2,0
8,14,"S60181",67,67,1,"S60181",00:00:44,"Male","Master’s Level","2021","Business","HEC Paris","Business","1",2,1
9,12,"S60181",13,13,1,"S60181",00:01:27,"Male","Master’s Level","2021","Business","HEC Paris","Business","1",2,1
10,29,"S60181",57,57,2,"S60181",00:03:48,"Male","Master’s Level","2021","Business","HEC Paris","Business","1",2,1
2,23,"S60331",41,47,0,"S60331",00:02:17,"Male","Master’s Level","2021","Business","HEC Paris","Business","1",4,0
2,33,"S60331",40,30,0,"S60331",00:01:25,"Male","Master’s Level","2021","Business","HEC Paris","Business","1",4,0
3,1,"S60331",34,38,0,"S60331",00:01:33,"Male","Master’s Level","2021","Business","HEC Paris","Business","1",4,0
3,27,"S60331",24,4,0,"S60331",00:00:30,"Male","Master’s Level","2021","Business","HEC Paris","Business","1",4,0
4,25,"S60331",37,37,1,"S60331",00:01:52,"Male","Master’s Level","2021","Business","HEC Paris","Business","1",4,1
5,37,"S60331",8,8,2,"S60331",00:00:48,"Male","Master’s Level","2021","Business","HEC Paris","Business","1",4,1
6,36,"S60331",30,30,3,"S60331",00:00:10,"Male","Master’s Level","2021","Business","HEC Paris","Business","1",4,1
7,8,"S60331",13,13,4,"S60331",00:00:55,"Male","Master’s Level","2021","Business","HEC Paris","Business","1",4,1
8,23,"S60331",56,47,4,"S60331",00:00:51,"Male","Master’s Level","2021","Business","HEC Paris","Business","1",4,0
9,13,"S60331",24,22,4,"S60331",00:00:57,"Male","Master’s Level","2021","Business","HEC Paris","Business","1",4,0
10,30,"S60331",52,61,4,"S60331",00:00:36,"Male","Master’s Level","2021","Business","HEC Paris","Business","1",4,0
2,17,"S62603",60,60,1,"S62603",00:01:42,"Male","Master’s Level","2022","Business","HEC Paris","Business","1",6,1
3,21,"S62603",69,69,2,"S62603",00:00:45,"Male","Master’s Level","2022","Business","HEC Paris","Business","1",6,1
4,32,"S62603",21,14,2,"S62603",00:01:40,"Male","Master’s Level","2022","Business","HEC Paris","Business","1",6,0
5,16,"S62603",10,10,3,"S62603",00:01:53,"Male","Master’s Level","2022","Business","HEC Paris","Business","1",6,1
6,18,"S62603",55,64,3,"S62603",00:01:50,"Male","Master’s Level","2022","Business","HEC Paris","Business","1",6,0
7,19,"S62603",55,55,4,"S62603",00:01:52,"Male","Master’s Level","2022","Business","HEC Paris","Business","1",6,1
8,26,"S62603",67,67,5,"S62603",00:00:27,"Male","Master’s Level","2022","Business","HEC Paris","Business","1",6,1
9,37,"S62603",28,8,5,"S62603",00:00:42,"Male","Master’s Level","2022","Business","HEC Paris","Business","1",6,0
10,4,"S62603",55,55,6,"S62603",00:00:24,"Male","Master’s Level","2022","Business","HEC Paris","Business","1",6,1
2,16,"S62720",19,10,0,"S62720",00:06:50,"Female","Master’s Level","","Technology","IP Paris","Other","1",7,0
3,19,"S62720",55,55,1,"S62720",00:03:23,"Female","Master’s Level","","Technology","IP Paris","Other","1",7,1
4,23,"S62720",44,47,1,"S62720",00:02:19,"Female","Master’s Level","","Technology","IP Paris","Other","1",7,0
5,29,"S62720",57,57,2,"S62720",00:03:9,"Female","Master’s Level","","Technology","IP Paris","Other","1",7,1
6,2,"S62720",25,25,3,"S62720",00:03:57,"Female","Master’s Level","","Technology","IP Paris","Other","1",7,1
7,3,"S62720",27,18,3,"S62720",00:03:0,"Female","Master’s Level","","Technology","IP Paris","Other","1",7,0
8,9,"S62720",35,35,4,"S62720",00:01:29,"Female","Master’s Level","","Technology","IP Paris","Other","1",7,1
9,24,"S62720",46,46,5,"S62720",00:03:51,"Female","Master’s Level","","Technology","IP Paris","Other","1",7,1
10,34,"S62720",1,1,7,"S62720",00:01:37,"Female","Master’s Level","","Technology","IP Paris","Other","1",7,1
10,34,"S62720",1,1,6,"S62720",00:01:37,"Female","Master’s Level","","Technology","IP Paris","Other","1",7,1
2,17,"S63443",55,60,0,"S63443",00:02:6,"Female","Master’s Level","","Business","","Business","",4,0
3,2,"S63443",25,25,1,"S63443",00:05:49,"Female","Master’s Level","","Business","","Business","",4,1
4,22,"S63443",22,22,2,"S63443",00:05:17,"Female","Master’s Level","","Business","","Business","",4,1
5,29,"S63443",57,57,2,"S63443",00:02:4,"Female","Master’s Level","","Business","","Business","",4,1
6,7,"S63443",26,26,3,"S63443",00:03:53,"Female","Master’s Level","","Business","","Business","",4,1
7,37,"S63443",8,8,3,"S63443",00:02:33,"Female","Master’s Level","","Business","","Business","",4,1
8,35,"S63443",29,37,2,"S63443",00:02:0,"Female","Master’s Level","","Business","","Business","",4,0
9,36,"S63443",30,30,3,"S63443",00:00:36,"Female","Master’s Level","","Business","","Business","",4,1
10,11,"S63443",12,12,4,"S63443",00:01:5,"Female","Master’s Level","","Business","","Business","",4,1
2,7,"S63444",28,26,0,"S63444",00:06:35,"Female","Master’s Level","2021","Business","HEC Paris","Business","",4,0
3,12,"S63444",6,13,0,"S63444",00:02:16,"Female","Master’s Level","2021","Business","HEC Paris","Business","",4,0
4,36,"S63444",30,30,1,"S63444",00:00:55,"Female","Master’s Level","2021","Business","HEC Paris","Business","",4,1
5,2,"S63444",25,25,2,"S63444",00:00:34,"Female","Master’s Level","2021","Business","HEC Paris","Business","",4,1
6,5,"S63444",30,36,2,"S63444",00:01:40,"Female","Master’s Level","2021","Business","HEC Paris","Business","",4,0
7,3,"S63444",18,18,3,"S63444",00:03:14,"Female","Master’s Level","2021","Business","HEC Paris","Business","",4,1
8,21,"S63444",69,69,3,"S63444",00:00:41,"Female","Master’s Level","2021","Business","HEC Paris","Business","",4,1
9,14,"S63444",67,67,4,"S63444",00:01:7,"Female","Master’s Level","2021","Business","HEC Paris","Business","",4,1
10,16,"S63444",10,10,4,"S63444",00:01:52,"Female","Master’s Level","2021","Business","HEC Paris","Business","",4,1
2,33,"S63459",28,30,0,"S63459",00:02:21,"Female","Bachelor’s Level","2018","Business","Renmin Unversity of China","Business","1",4,0
3,15,"S63459",31,20,0,"S63459",00:02:11,"Female","Bachelor’s Level","2018","Business","Renmin Unversity of China","Business","1",4,0
4,18,"S63459",64,64,1,"S63459",00:01:6,"Female","Bachelor’s Level","2018","Business","Renmin Unversity of China","Business","1",4,1
5,1,"S63459",38,38,2,"S63459",00:00:57,"Female","Bachelor’s Level","2018","Business","Renmin Unversity of China","Business","1",4,1
6,14,"S63459",67,67,3,"S63459",00:00:30,"Female","Bachelor’s Level","2018","Business","Renmin Unversity of China","Business","1",4,1
7,2,"S63459",35,25,3,"S63459",00:01:5,"Female","Bachelor’s Level","2018","Business","Renmin Unversity of China","Business","1",4,0
8,31,"S63459",23,32,3,"S63459",00:01:1,"Female","Bachelor’s Level","2018","Business","Renmin Unversity of China","Business","1",4,0
9,4,"S63459",55,55,4,"S63459",00:00:32,"Female","Bachelor’s Level","2018","Business","Renmin Unversity of China","Business","1",4,1
10,34,"S63459",11,1,4,"S63459",00:00:34,"Female","Bachelor’s Level","2018","Business","Renmin Unversity of China","Business","1",4,0
2,31,"S63528",32,32,1,"S63528",00:05:18,"Male","Master’s Level","2021","Business","HEC Paris","Business","1.5",9,1
3,35,"S63528",37,37,2,"S63528",00:02:4,"Male","Master’s Level","2021","Business","HEC Paris","Business","1.5",9,1
4,3,"S63528",18,18,3,"S63528",00:07:23,"Male","Master’s Level","2021","Business","HEC Paris","Business","1.5",9,1
5,24,"S63528",46,46,4,"S63528",00:05:18,"Male","Master’s Level","2021","Business","HEC Paris","Business","1.5",9,1
6,2,"S63528",25,25,5,"S63528",00:02:20,"Male","Master’s Level","2021","Business","HEC Paris","Business","1.5",9,1
7,36,"S63528",30,30,6,"S63528",00:00:19,"Male","Master’s Level","2021","Business","HEC Paris","Business","1.5",9,1
8,23,"S63528",47,47,7,"S63528",00:04:52,"Male","Master’s Level","2021","Business","HEC Paris","Business","1.5",9,1
9,25,"S63528",37,37,8,"S63528",00:02:5,"Male","Master’s Level","2021","Business","HEC Paris","Business","1.5",9,1
10,1,"S63528",38,38,9,"S63528",00:02:25,"Male","Master’s Level","2021","Business","HEC Paris","Business","1.5",9,1
2,14,"S63537",67,67,1,"S63537",00:00:50,"Female","Master’s Level","2015","Technology","Shanghai Jiao Tong University","Business","2020",6,1
3,29,"S63537",57,57,2,"S63537",00:04:8,"Female","Master’s Level","2015","Technology","Shanghai Jiao Tong University","Business","2020",6,1
4,34,"S63537",1,1,3,"S63537",00:01:46,"Female","Master’s Level","2015","Technology","Shanghai Jiao Tong University","Business","2020",6,1
5,35,"S63537",29,37,3,"S63537",00:02:47,"Female","Master’s Level","2015","Technology","Shanghai Jiao Tong University","Business","2020",6,0
6,32,"S63537",21,14,3,"S63537",00:01:22,"Female","Master’s Level","2015","Technology","Shanghai Jiao Tong University","Business","2020",6,0
7,26,"S63537",67,67,4,"S63537",00:01:31,"Female","Master’s Level","2015","Technology","Shanghai Jiao Tong University","Business","2020",6,1
8,22,"S63537",22,22,5,"S63537",00:01:51,"Female","Master’s Level","2015","Technology","Shanghai Jiao Tong University","Business","2020",6,1
9,12,"S63537",19,13,5,"S63537",00:02:22,"Female","Master’s Level","2015","Technology","Shanghai Jiao Tong University","Business","2020",6,0
10,2,"S63537",25,25,6,"S63537",00:01:35,"Female","Master’s Level","2015","Technology","Shanghai Jiao Tong University","Business","2020",6,1
2,31,"S63538",32,32,1,"S63538",00:06:36,"Male","Master’s Level","24","Business","HEC Paris","Business","2",8,1
3,22,"S63538",22,22,2,"S63538",00:01:57,"Male","Master’s Level","24","Business","HEC Paris","Business","2",8,1
4,3,"S63538",18,18,3,"S63538",00:01:59,"Male","Master’s Level","24","Business","HEC Paris","Business","2",8,1
5,15,"S63538",20,20,4,"S63538",00:01:54,"Male","Master’s Level","24","Business","HEC Paris","Business","2",8,1
6,19,"S63538",55,55,5,"S63538",00:02:21,"Male","Master’s Level","24","Business","HEC Paris","Business","2",8,1
7,27,"S63538",4,4,6,"S63538",00:00:33,"Male","Master’s Level","24","Business","HEC Paris","Business","2",8,1
8,11,"S63538",12,12,7,"S63538",00:00:54,"Male","Master’s Level","24","Business","HEC Paris","Business","2",8,1
9,37,"S63538",8,8,8,"S63538",00:01:14,"Male","Master’s Level","24","Business","HEC Paris","Business","2",8,1
10,23,"S63538",53,47,8,"S63538",00:01:17,"Male","Master’s Level","24","Business","HEC Paris","Business","2",8,0
2,2,"S63627",7,25,0,"S63627",00:05:12,"Male","Bachelor’s Level","2015","Business","Fundação Getúlio Vargas","Business","1,5 years",4,0
3,26,"S63627",67,67,1,"S63627",00:03:35,"Male","Bachelor’s Level","2015","Business","Fundação Getúlio Vargas","Business","1,5 years",4,1
4,27,"S63627",4,4,2,"S63627",00:00:37,"Male","Bachelor’s Level","2015","Business","Fundação Getúlio Vargas","Business","1,5 years",4,1
5,18,"S63627",55,64,2,"S63627",00:13:13,"Male","Bachelor’s Level","2015","Business","Fundação Getúlio Vargas","Business","1,5 years",4,0
6,14,"S63627",67,67,3,"S63627",00:00:38,"Male","Bachelor’s Level","2015","Business","Fundação Getúlio Vargas","Business","1,5 years",4,1
7,29,"S63627",47,57,3,"S63627",00:06:14,"Male","Bachelor’s Level","2015","Business","Fundação Getúlio Vargas","Business","1,5 years",4,0
8,17,"S63627",55,60,3,"S63627",00:01:21,"Male","Bachelor’s Level","2015","Business","Fundação Getúlio Vargas","Business","1,5 years",4,0
9,21,"S63627",69,69,4,"S63627",00:05:32,"Male","Bachelor’s Level","2015","Business","Fundação Getúlio Vargas","Business","1,5 years",4,1
10,33,"S63627",28,30,3,"S63627",00:02:35,"Male","Bachelor’s Level","2015","Business","Fundação Getúlio Vargas","Business","1,5 years",4,0
2,17,"S63642",67,60,0,"S63642",00:01:52,"Male","Bachelor’s Level","2017","Business","UPC","Business","2",2,0
3,5,"S63642",46,36,0,"S63642",00:02:10,"Male","Bachelor’s Level","2017","Business","UPC","Business","2",2,0
4,30,"S63642",53,61,0,"S63642",00:01:21,"Male","Bachelor’s Level","2017","Business","UPC","Business","2",2,0
5,34,"S63642",54,1,0,"S63642",00:00:8,"Male","Bachelor’s Level","2017","Business","UPC","Business","2",2,0
6,28,"S63642",50,38,0,"S63642",00:02:6,"Male","Bachelor’s Level","2017","Business","UPC","Business","2",2,0
7,24,"S63642",51,46,0,"S63642",00:01:31,"Male","Bachelor’s Level","2017","Business","UPC","Business","2",2,0
8,35,"S63642",42,37,0,"S63642",00:03:6,"Male","Bachelor’s Level","2017","Business","UPC","Business","2",2,0
9,12,"S63642",13,13,1,"S63642",00:01:10,"Male","Bachelor’s Level","2017","Business","UPC","Business","2",2,1
10,38,"S63642",61,61,2,"S63642",00:00:20,"Male","Bachelor’s Level","2017","Business","UPC","Business","2",2,1
2,20,"S63702",37,37,1,"S63702",00:03:31,"Female","Master’s Level","2021","Business","HEC","Business","1.5",9,1
3,29,"S63702",57,57,2,"S63702",00:03:57,"Female","Master’s Level","2021","Business","HEC","Business","1.5",9,1
4,2,"S63702",25,25,3,"S63702",00:02:30,"Female","Master’s Level","2021","Business","HEC","Business","1.5",9,1
5,9,"S63702",35,35,4,"S63702",00:02:15,"Female","Master’s Level","2021","Business","HEC","Business","1.5",9,1
6,12,"S63702",13,13,5,"S63702",00:01:52,"Female","Master’s Level","2021","Business","HEC","Business","1.5",9,1
7,23,"S63702",47,47,6,"S63702",00:04:16,"Female","Master’s Level","2021","Business","HEC","Business","1.5",9,1
8,1,"S63702",38,38,7,"S63702",00:02:15,"Female","Master’s Level","2021","Business","HEC","Business","1.5",9,1
9,36,"S63702",30,30,8,"S63702",00:00:54,"Female","Master’s Level","2021","Business","HEC","Business","1.5",9,1
10,24,"S63702",46,46,9,"S63702",00:02:21,"Female","Master’s Level","2021","Business","HEC","Business","1.5",9,1
2,36,"S63704",30,30,1,"S63704",00:00:23,"Male","Master’s Level","2020","Other","ISAE SUPAERO","Business","1",2,1
3,7,"S63704",40,26,1,"S63704",00:01:39,"Male","Master’s Level","2020","Other","ISAE SUPAERO","Business","1",2,0
4,33,"S63704",20,30,1,"S63704",00:00:59,"Male","Master’s Level","2020","Other","ISAE SUPAERO","Business","1",2,0
5,38,"S63704",61,61,2,"S63704",00:00:24,"Male","Master’s Level","2020","Other","ISAE SUPAERO","Business","1",2,1
6,27,"S63704",54,4,2,"S63704",00:00:18,"Male","Master’s Level","2020","Other","ISAE SUPAERO","Business","1",2,0
7,24,"S63704",51,46,2,"S63704",00:00:59,"Male","Master’s Level","2020","Other","ISAE SUPAERO","Business","1",2,0
8,25,"S63704",66,37,2,"S63704",00:01:29,"Male","Master’s Level","2020","Other","ISAE SUPAERO","Business","1",2,0
9,37,"S63704",48,8,2,"S63704",00:00:53,"Male","Master’s Level","2020","Other","ISAE SUPAERO","Business","1",2,0
10,3,"S63704",24,18,2,"S63704",00:00:25,"Male","Master’s Level","2020","Other","ISAE SUPAERO","Business","1",2,0
2,31,"S63722",32,32,1,"S63722",00:07:34,"Female","Master’s Level","Master","Business","HEC","Business","1",9,1
3,21,"S63722",69,69,2,"S63722",00:02:4,"Female","Master’s Level","Master","Business","HEC","Business","1",9,1
4,30,"S63722",61,61,3,"S63722",00:03:46,"Female","Master’s Level","Master","Business","HEC","Business","1",9,1
5,9,"S63722",35,35,4,"S63722",00:02:22,"Female","Master’s Level","Master","Business","HEC","Business","1",9,1
6,34,"S63722",1,1,5,"S63722",00:03:9,"Female","Master’s Level","Master","Business","HEC","Business","1",9,1
7,37,"S63722",8,8,6,"S63722",00:02:27,"Female","Master’s Level","Master","Business","HEC","Business","1",9,1
8,4,"S63722",55,55,7,"S63722",00:02:1,"Female","Master’s Level","Master","Business","HEC","Business","1",9,1
9,36,"S63722",30,30,8,"S63722",00:01:36,"Female","Master’s Level","Master","Business","HEC","Business","1",9,1
10,13,"S63722",22,22,9,"S63722",00:02:15,"Female","Master’s Level","Master","Business","HEC","Business","1",9,1
2,7,"S67333",26,26,1,"S67333",00:02:4,"Female","Master’s Level","2021","Business","HEC Paris","Technology","1.5",4,1
3,1,"S67333",38,38,2,"S67333",00:01:45,"Female","Master’s Level","2021","Business","HEC Paris","Technology","1.5",4,1
4,31,"S67333",32,32,3,"S67333",00:01:52,"Female","Master’s Level","2021","Business","HEC Paris","Technology","1.5",4,1
5,16,"S67333",10,10,3,"S67333",00:01:12,"Female","Master’s Level","2021","Business","HEC Paris","Technology","1.5",4,1
6,15,"S67333",20,20,3,"S67333",00:02:12,"Female","Master’s Level","2021","Business","HEC Paris","Technology","1.5",4,1
7,2,"S67333",25,25,3,"S67333",00:02:8,"Female","Master’s Level","2021","Business","HEC Paris","Technology","1.5",4,1
8,36,"S67333",30,30,4,"S67333",00:00:16,"Female","Master’s Level","2021","Business","HEC Paris","Technology","1.5",4,1
9,8,"S67333",13,13,4,"S67333",00:00:51,"Female","Master’s Level","2021","Business","HEC Paris","Technology","1.5",4,1
10,35,"S67333",35,37,4,"S67333",00:01:19,"Female","Master’s Level","2021","Business","HEC Paris","Technology","1.5",4,0
2,12,"S67502",16,13,0,"S67502",00:02:32,"Female","Master’s Level","2021","Business","HEC Paris","Business","",1,0
3,31,"S67502",44,32,0,"S67502",00:04:22,"Female","Master’s Level","2021","Business","HEC Paris","Business","",1,0
4,5,"S67502",20,36,0,"S67502",00:01:9,"Female","Master’s Level","2021","Business","HEC Paris","Business","",1,0
5,21,"S67502",69,69,1,"S67502",00:00:34,"Female","Master’s Level","2021","Business","HEC Paris","Business","",1,1
6,15,"S67502",22,20,0,"S67502",00:02:20,"Female","Master’s Level","2021","Business","HEC Paris","Business","",1,0
7,1,"S67502",38,38,1,"S67502",00:01:40,"Female","Master’s Level","2021","Business","HEC Paris","Business","",1,1
8,19,"S67502",45,55,0,"S67502",00:01:16,"Female","Master’s Level","2021","Business","HEC Paris","Business","",1,0
9,35,"S67502",35,37,0,"S67502",00:01:23,"Female","Master’s Level","2021","Business","HEC Paris","Business","",1,0
10,27,"S67502",4,4,1,"S67502",00:00:15,"Female","Master’s Level","2021","Business","HEC Paris","Business","",1,1
2,24,"S71432",51,46,0,"S71432",00:06:38,"Male","Master’s Level","2019","Business","Maastricht University","Business","5 months",6,0
3,38,"S71432",61,61,1,"S71432",00:01:9,"Male","Master’s Level","2019","Business","Maastricht University","Business","5 months",6,1
4,2,"S71432",19,25,1,"S71432",00:04:18,"Male","Master’s Level","2019","Business","Maastricht University","Business","5 months",6,0
5,14,"S71432",67,67,2,"S71432",00:00:40,"Male","Master’s Level","2019","Business","Maastricht University","Business","5 months",6,1
6,12,"S71432",13,13,3,"S71432",00:02:9,"Male","Master’s Level","2019","Business","Maastricht University","Business","5 months",6,1
7,28,"S71432",38,38,4,"S71432",00:03:32,"Male","Master’s Level","2019","Business","Maastricht University","Business","5 months",6,1
