mitigate significant,EconomicOperands
governors concurrently,EconomicOperands
maintenance,EconomicOperands
duties,EconomicOperands
website,EconomicOperands
settling,EconomicOperands
controlled,EconomicOperands
sufficient,EconomicOperands
transferring,EconomicOperands
determination,EconomicOperands
personally,EconomicOperands
present,EconomicOperands
quotation,EconomicOperands
applied,Attributes
contemplated,FunctionWords
act,FunctionWords
technical,EconomicOperands
supervisory reports,EconomicOperands
counterparties,EconomicOperands
engaged,Attributes
3c(a)(4)(b),LegalReferences
substantial harm,EconomicOperands
develop,EconomicOperands
same,FunctionWords
copying,Attributes
party,EconomicOperands
meets,Attributes
used,Attributes
counterparty,EconomicOperands
governors,EconomicOperands
present important,EconomicOperands
reporting,EconomicOperands
robust,Attributes
prescribed,Attributes
safe,Attributes
transaction,EconomicOperands
supersede,Attributes
programs,EconomicOperands
analysis,EconomicOperands
materials,EconomicOperands
consistency,EconomicOperands
coordinate,RegulatoryOperators
organization,EconomicOperands
the,FunctionWords
stringent,EconomicOperands
proposed,EconomicOperands
organizations operating,EconomicOperands
coordination,RegulatoryOperators
poses,Attributes
disseminate,EconomicOperands
exercising,EconomicOperands
rescission,EconomicOperands
complete copy,EconomicOperands
potential,FunctionWords
instrument,EconomicOperands
exempt,RegulatoryOperators
has,FunctionWords
federal register,EconomicOperands
designate,EconomicOperands
amended,RegulatoryOperators
format,EconomicOperands
2(h)(4)(b),LegalReferences
execution,EconomicOperands
necessary,Attributes
reasonable assurances,EconomicOperands
follows,LogicalConnectors
incidental,EconomicOperands
annually,EconomicOperands
continue,EconomicOperands
become,FunctionWords
security,EconomicOperands
amendment,RegulatoryOperators
performing,Attributes
senate,EconomicOperands
recommendation,EconomicOperands
proper,EconomicOperands
specific,Attributes
rulemaking,FunctionWords
notification,EconomicOperands
decision,EconomicOperands
does,FunctionWords
refer,Attributes
be,FunctionWords
pose,FunctionWords
continuing,EconomicOperands
divest,Attributes
brokerage,EconomicOperands
relating,LogicalConnectors
affording,Attributes
publishing,FunctionWords
comparison,Attributes
conducting,Attributes
carried,Attributes
extension,Attributes
completing,Attributes
mutually,EconomicOperands
ensure,RegulatoryOperators
practicable,EconomicOperands
testimony,EconomicOperands
data repositories,EconomicOperands
processor,EconomicOperands
therein,LogicalConnectors
consulting,FunctionWords
own,FunctionWords
communication,EconomicOperands
spreading,Attributes
integral,EconomicOperands
administer,EconomicOperands
authorities,EconomicOperands
appropriate,EconomicOperands
furnishing,EconomicOperands
determine,FunctionWords
utility,EconomicOperands
support,EconomicOperands
submit,RegulatoryOperators
why,FunctionWords
consultation,EconomicOperands
authorized,RegulatoryOperators
sections,LegalReferences
oversight programs,EconomicOperands
complete,EconomicOperands
form,EconomicOperands
offer,EconomicOperands
unsettled,EconomicOperands
registered,EconomicOperands
extended,Attributes
delivery,EconomicOperands
execution facilities registered,EconomicOperands
promote,EconomicOperands
provide confidential supervisory,EconomicOperands
alternative trading,EconomicOperands
netting,EconomicOperands
demonstrate,EconomicOperands
similar,Attributes
agree,Attributes
be taken,FunctionWords
detailed,FunctionWords
strengthening,EconomicOperands
associated,EconomicOperands
(15 u.s.c. 80a2),LegalReferences
general,EconomicOperands
examine,EconomicOperands
dealer,EconomicOperands
effected,Attributes
assessing,EconomicOperands
entity,EconomicOperands
forestry,EconomicOperands
branch,EconomicOperands
requested,EconomicOperands
permitting,Attributes
congress,EconomicOperands
provided,Attributes
utilities,FunctionWords
stay,Attributes
included,EconomicOperands
utilitys operations,EconomicOperands
longer,FunctionWords
waived,RegulatoryOperators
required,EconomicOperands
portion,EconomicOperands
time,EconomicOperands
international,EconomicOperands
oral,Attributes
commencement,EconomicOperands
waiver,Attributes
