section 2301 of the housing and economic recovery act of 2008 (42 u.s.c. 5301),LegalReferences
"section 1119(a)(2) of the financial institutions reform, recovery, and enforcement act of 1989 (12 u.s.c. 3348(a)(2))",LegalReferences
higher-than-normal,RegulatoryOperators
brochure,EconomicOperands
hud/fha form hud 92564cn,LegalReferences
s.a.f.e. mortgage licensing act of 2008 (12 u.s.c. 5101 et seq.),LegalReferences
town,EconomicOperands
sections 116(d) and 502b(b) of the foreign assistance act of 1961 (22 u.s.c. 2151n(d) and 2304(b)),LegalReferences
join,EconomicOperands
balloon loans,EconomicOperands
portability,EconomicOperands
1996,Attributes
indexed,EconomicOperands
24-month,Attributes
sections 125 and 129 of the truth in lending act,LegalReferences
truth in savings act,LegalReferences
benefitting,EconomicOperands
radon,EconomicOperands
paragraph,Other
exceptions,LogicalConnectors
telemarketing and consumer fraud and abuse prevention act,LegalReferences
occupational safety and health administration of the department of labor,EconomicOperands
ranking member,EconomicOperands
table-funded,EconomicOperands
borrowed,EconomicOperands
dedicated,EconomicOperands
fair credit reporting act (15 u.s.c. 1681m),LegalReferences
stream,EconomicOperands
"section 101(53d) of title 11, united states code",LegalReferences
5th subparagraph of the 4th undesignated paragraph of section 4 of the federal reserve act (12 u.s.c. 341),LegalReferences
pieces,EconomicOperands
unbiased,EconomicOperands
so far as,LogicalConnectors
dropped,EconomicOperands
"$700,000,000,000",Attributes
lacks,EconomicOperands
"""1977""",Attributes
parcel,EconomicOperands
collude,EconomicOperands
unintentional,EconomicOperands
rescue scams,EconomicOperands
get,EconomicOperands
american,EconomicOperands
section 105 of the truth in lending act (15 u.s.c. 1604),LegalReferences
varies,EconomicOperands
vital,EconomicOperands
widespread,EconomicOperands
map,EconomicOperands
"chapter 31 of title 31, united states code",LegalReferences
respa,EconomicOperands
4th,Attributes
section 104(a) of thehelping families save their homes act of 2009 (division a of public law 11122),LegalReferences
date,EconomicOperands
npv,EconomicOperands
meaningful,EconomicOperands
eighth,Attributes
introduced,EconomicOperands
section 106 of the housing and urban development act of 1968 (12 u.s.c. 1701x),LegalReferences
effective,Other
section 104(5) of the cranston-gonzalez national affordable housing act (42 u.s.c. 12704(5)),LegalReferences
6th,Attributes
homeowners,EconomicOperands
rule xxii of the standing rules of the senate,LegalReferences
larceny,EconomicOperands
post-controversy,EconomicOperands
under the purview,Other
section 128(b) of the truth in lending act (15 u.s.c. 1638(b)),LegalReferences
section 103(5) of the community development banking and financial institutions act of 1994 (12 u.s.c. 4702(5)),LegalReferences
public-private,EconomicOperands
section 103(aa)(4) of the truth in lending act (15 u.s.c. 1602(aa)(4)),LegalReferences
sanctioned,EconomicOperands
webpage,EconomicOperands
colludes,EconomicOperands
move,EconomicOperands
structuring,EconomicOperands
fatalities,EconomicOperands
section 10 of the homeowners protection act of 1998 (12 u.s.c. 4909),LegalReferences
homebuyers,EconomicOperands
disagreed,EconomicOperands
internationally,EconomicOperands
border,EconomicOperands
section 105(a)(20) of the housing and community development act of 1974 (42 u.s.c. 5305(a)(20)),LegalReferences
multiyear,EconomicOperands
"$3,000,000",Attributes
"$5,300,000,000,000",Attributes
50 percent,Attributes
interpretive,EconomicOperands
popularly,EconomicOperands
appraised,EconomicOperands
coltan,EconomicOperands
misstate,EconomicOperands
vouchers,EconomicOperands
introduce,EconomicOperands
chapter 2 of the truth in lending act,LegalReferences
not,LogicalConnectors
township,EconomicOperands
"$1,000,000,000,000",Attributes
non-qualified,EconomicOperands
presidential,EconomicOperands
world wide web,EconomicOperands
term,Other
hereafter,FunctionWords
occasions,EconomicOperands
indenting,Other
"section 13(3)(c), section 714(f)(3)(c) of title 31, united states code",LegalReferences
section 508 of the housing and urban development act of 1970 (12 u.s.c. 1701z7),LegalReferences
"packers and stockyards act, 1921",LegalReferences
$50,Attributes
identifier,EconomicOperands
obligated,EconomicOperands
predatory,EconomicOperands
purchase-money,EconomicOperands
"$45,000,000",Attributes
section 302(a)(4) of the american homeownership and economic opportunity act of 2000 (42 u.s.c. 1437f note),LegalReferences
spanish,EconomicOperands
section 5(c) of the telemarketing and consumer fraud and abuse prevention act (15 u.s.c. 6104(c)),LegalReferences
oil,EconomicOperands
precedes,Other
escrowed,EconomicOperands
first-class,EconomicOperands
avoided,EconomicOperands
sexual,EconomicOperands
50.1 percent,Attributes
shutdowns,EconomicOperands
"""$3,000,000,000""",Attributes
ultimately,EconomicOperands
trust territories of the pacific,EconomicOperands
chapter 5 (15 u.s.c. 1667 et seq.),LegalReferences
"section 1106 of the financial institutions reform, recovery, and enforcement act of 1989 (12 u.s.c. 3335)",LegalReferences
"""$2,000""",Attributes
section 2b of the federal reserve act (12 u.s.c. 225b),LegalReferences
counselors,EconomicOperands
pre-qualification,EconomicOperands
formula,EconomicOperands
postpone,EconomicOperands
"section 1124 of the financial institutions reform, recovery, and enforcement act of 1989 (12 u.s.c. 3331 et seq.)",LegalReferences
affirming,EconomicOperands
registries,EconomicOperands
section 106(a) of the housing and urban development act of 1968 (12 u.s.c. 1701x(a)),LegalReferences
approached,EconomicOperands
assured,EconomicOperands
resume,EconomicOperands
payroll,EconomicOperands
neighborhood reinvestment corporation,EconomicOperands
difficulty,EconomicOperands
hazard,EconomicOperands
fha-approved,EconomicOperands
ask,EconomicOperands
sections 919(a)(2)(d) and 919(a)(3) of the electronic fund transfer act,LegalReferences
delinquency,EconomicOperands
15 u.s.c. 1602(aa)(4),LegalReferences
substantiation,EconomicOperands
steering,EconomicOperands
tenant,EconomicOperands
training,EconomicOperands
cured,EconomicOperands
subparagraphs,Other
renew,EconomicOperands
draw down,EconomicOperands
oppose,EconomicOperands
resumes,EconomicOperands
misused,EconomicOperands
resetting,EconomicOperands
last sentence,EconomicOperands
dwelling,EconomicOperands
striking,Other
fee-for-service,EconomicOperands
shopped,EconomicOperands
instruct,EconomicOperands
americans,EconomicOperands
mischaracterization,EconomicOperands
governor of the state,EconomicOperands
specificity,EconomicOperands
"sections 202(3) and 810(b)(2)(a) of the native american housing and self-determination act of 1996 (25 u.s.c. 4132(3), 4229(b)(2)(a))",LegalReferences
message,EconomicOperands
force-placed,EconomicOperands
agriculture,EconomicOperands
section 108(a) of the truth in lending act (15 u.s.c. 1607(a)),LegalReferences
forgery,EconomicOperands
introduction,EconomicOperands
approximately,LogicalConnectors
parallel,EconomicOperands
paint,EconomicOperands
equity index swap,EconomicOperands
master,EconomicOperands
section 103(aa) of the truth in lending act (15 u.s.c. 1602(aa)),LegalReferences
stimulative,EconomicOperands
hvcc,EconomicOperands
mining,EconomicOperands
appraisal subcommittee of ffiec,EconomicOperands
uniform resource locators,EconomicOperands
option,EconomicOperands
unscrupulous,EconomicOperands
section 4(d) of the telemarketing and consumer fraud and abuse prevention act (15 u.s.c. 6103(d)),LegalReferences
rejected,EconomicOperands
"section 1117 of the financial institutions reform, recovery, and enforcement act of 1989 (12 u.s.c. 3346)",LegalReferences
appreciation,EconomicOperands
defaulted,EconomicOperands
taxable,EconomicOperands
discounted,EconomicOperands
reaching first-time,EconomicOperands
grace,EconomicOperands
appraisal foundation,EconomicOperands
section 129d of the truth in lending act,LegalReferences
"$1,259,000,000",Attributes
favors,EconomicOperands
helping prime,EconomicOperands
recruit,EconomicOperands
lump sum,EconomicOperands
project,EconomicOperands
"""$20,000""",Attributes
in general,FunctionWords
treated,EconomicOperands
1.5,Attributes
fashion,Other
section 13(c)(4)(g)(i) of the federal deposit insurance act,LegalReferences
withholding,EconomicOperands
booklets,EconomicOperands
recessed,EconomicOperands
unlikely,EconomicOperands
subordinate,EconomicOperands
maiden lane ii,EconomicOperands
borough,EconomicOperands
demonstration,EconomicOperands
any,LogicalConnectors
"section 1112(b) of the financial institutions reform, recovery, and enforcement act of 1989 (12 u.s.c. 3341(b))",LegalReferences
adjourned,EconomicOperands
acceleration,EconomicOperands
appointees,EconomicOperands
vulnerabilities,EconomicOperands
speculation,EconomicOperands
predominantly,EconomicOperands
emphasis,EconomicOperands
instructs,EconomicOperands
interior,EconomicOperands
channel,EconomicOperands
worldwide,EconomicOperands
shall,RegulatoryOperators
price,EconomicOperands
debt-to-income,EconomicOperands
affordability,EconomicOperands
unused,EconomicOperands
simplify,EconomicOperands
(30 u.s.c. 817(a)),LegalReferences
section 18(f) of the federal trade commission act (15 u.s.c. 57a(f)),LegalReferences
the,FunctionWords
amortize,EconomicOperands
quorum,EconomicOperands
upwards of,LogicalConnectors
section 2301(b) of the housing and economic recovery act of 2008 (42 u.s.c. 5301 note),LegalReferences
humanitarian,EconomicOperands
stronger,EconomicOperands
section 1607 of the american recovery and reinvestment act of 2009 (public law 1115 123 stat. 305) ,LegalReferences
construction,EconomicOperands
section 106 of the energy policy act of 1992 (42 u.s.c. 12712 note),LegalReferences
42 u.s.c. 1472(h),LegalReferences
renting,EconomicOperands
contracted,EconomicOperands
gold,EconomicOperands
random,EconomicOperands
pursuant,EconomicOperands
homeowner,EconomicOperands
purely,Other
uncommitted,EconomicOperands
substituting,Other
surety,EconomicOperands
find,EconomicOperands
79.9 percent,Attributes
15-day,Attributes
trade-off,EconomicOperands
unfinished,EconomicOperands
"section 1121 of the financial institutions reform, recovery, and enforcement act of 1989 (12 u.s.c. 3350)",LegalReferences
fhfa,EconomicOperands
presidentially,EconomicOperands
44.3,Attributes
rich,EconomicOperands
non-compliance,EconomicOperands
(30 u.s.c. 814(b)),LegalReferences
meant,FunctionWords
balloon loan,EconomicOperands
"section 1109(b) of the financial institutions reform, recovery, and enforcement act of 1989 (12 u.s.c. 3338(b))",LegalReferences
derecognition,EconomicOperands
borrower-related,EconomicOperands
express,EconomicOperands
expectation,EconomicOperands
"$35,000,000",Attributes
non-escrowed,EconomicOperands
125,Attributes
section 129(c)(2) of the truth in lending act (15 u.s.c. 1639(c)(2)),LegalReferences
unethical,EconomicOperands
tips,EconomicOperands
suborning,EconomicOperands
refinancing,EconomicOperands
closure,EconomicOperands
addresses,EconomicOperands
unwarrantable,EconomicOperands
section 1603 of the american recovery and reinvestment act of 2009 (public law 1115 123 stat. 302) ,LegalReferences
consensual,EconomicOperands
alteration,EconomicOperands
six-month,Attributes
democratic republic of the congo,EconomicOperands
form 8k,EconomicOperands
fully-indexed,EconomicOperands
sustainable,EconomicOperands
disparities,EconomicOperands
inter-agency,EconomicOperands
"$475,000,000,000",Attributes
audited,EconomicOperands
grantees,EconomicOperands
precluding,RegulatoryOperators
computed,RegulatoryOperators
section 13(3) of the federal reserve act (12 u.s.c. 343),LegalReferences
title xvi of the american recovery and reinvestment act of 2009 (public law 1115 123 stat. 302) ,LegalReferences
relative,EconomicOperands
near-prime,EconomicOperands
decided,EconomicOperands
surrendered,EconomicOperands
homeowners facing,EconomicOperands
close,EconomicOperands
nonstandard,EconomicOperands
2.5,Attributes
insuring,EconomicOperands
suffer,EconomicOperands
probable,EconomicOperands
registering,EconomicOperands
housing and urban development act of 1968 (12 u.s.c. 1701x(e)),LegalReferences
small-dollar,EconomicOperands
8.5 percentage points,Attributes
real estate settlement procedures act of 1974,LegalReferences
credit worthiness,EconomicOperands
75 percent,Attributes
10.1 percent,Attributes
discovers,EconomicOperands
closed,EconomicOperands
weekly,Attributes
approach,EconomicOperands
email,EconomicOperands
"section 1121(6) of the financial institutions reform, recovery, and enforcement act of 1989 (12 u.s.c. 3350(6))",LegalReferences
inappropriately,Attributes
reauthorization,RegulatoryOperators
section 13(3) of the federal reserve act,LegalReferences
25,Attributes
originated,EconomicOperands
government-insured,EconomicOperands
gender-based,EconomicOperands
secretary of housing and urban development,EconomicOperands
incident,EconomicOperands
internal revenue service form w2,LegalReferences
opposition,EconomicOperands
upfront,EconomicOperands
lawsuit,EconomicOperands
hud/fha booklet,EconomicOperands
commodity swap,EconomicOperands
legislature,EconomicOperands
setoff,EconomicOperands
counselor,EconomicOperands
last,EconomicOperands
irregular,EconomicOperands
drywall,EconomicOperands
region,EconomicOperands
deletions,EconomicOperands
at-risk,EconomicOperands
timeshare,EconomicOperands
section 220(d)(2)(g) of the low-income housing preservation and resident homeownership act of 1990 (12 u.s.c. 4110(d)(2)(g)),LegalReferences
homeland security,EconomicOperands
tripled,RegulatoryOperators
owner-occupied,EconomicOperands
subordinating,EconomicOperands
amortizes,EconomicOperands
rebuttable,EconomicOperands
redesignating,Other
78.8 percent,Attributes
authorised,RegulatoryOperators
fast track,EconomicOperands
acted,EconomicOperands
civilians,EconomicOperands
corresponds,EconomicOperands
vicinity,EconomicOperands
pamphlet,EconomicOperands
eviction,EconomicOperands
adjoining,EconomicOperands
perpetrators,EconomicOperands
repackaging,EconomicOperands
expensive,EconomicOperands
lead-based,EconomicOperands
42 percent,Attributes
addition,EconomicOperands
recaptured,EconomicOperands
quickly,EconomicOperands
unexpended,EconomicOperands
extraction,EconomicOperands
citations,EconomicOperands
intimidates,EconomicOperands
renegotiation,EconomicOperands
section 13(c)(4)(g)(i) of the federal deposit insurance act (12 u.s.c. 1823(c)(4)(g)(i)),LegalReferences
recaptures,EconomicOperands
brochures,EconomicOperands
board,EconomicOperands
escrowing,EconomicOperands
reallocated,EconomicOperands
nrc,EconomicOperands
lendable,EconomicOperands
gas,EconomicOperands
non-proprietary,EconomicOperands
section 13(c)(4)(g) of the federal deposit insurance act (12 u.s.c. 1823(c)(4)(g)),LegalReferences
foreclosed,EconomicOperands
"section 714(f)(3)(c) of title 31, united states code",LegalReferences
unobligated,EconomicOperands
pre-loan,EconomicOperands
"sections 422(b)(6), 423(b)(7), 424(c)(4), 442(b)(6), and 443(b)(6) of the cranston-gonzalez national affordable housing act (42 u.s.c. 12872(b)(6), 12873(b)(7), 12874(c)(4), 12892(b)(6), and 12893(b)(6))",LegalReferences
reciprocal,EconomicOperands
section 422(b)(6) of the cranston-gonzalez national affordable housing act (42 u.s.c. 12872(b)(6)),LegalReferences
intimidate,EconomicOperands
tribal,EconomicOperands
expanded,EconomicOperands
empirical,EconomicOperands
grantmaking,EconomicOperands
lesser,LogicalConnectors
united nations group of experts on the democratic republic of congo,EconomicOperands
penultimate,LogicalConnectors
"$200,000,000,000",Attributes
fha-insured,EconomicOperands
redevelopment,EconomicOperands
grouped,Other
costly,EconomicOperands
metropolitan,EconomicOperands
almost,LogicalConnectors
"april 20, 1991",Attributes
calculator,EconomicOperands
60 percent,Attributes
redacted,EconomicOperands
1-4 unit,Attributes
"$20,000",Attributes
interstate land sales full disclosure act (15 u.s.c. 1701 et seq.),LegalReferences
13.3,Attributes
"$2,000",Attributes
coerces,EconomicOperands
parish,EconomicOperands
verifies,EconomicOperands
section 6 of the telemarketing and consumer fraud and abuse prevention act (15 u.s.c. 6105),LegalReferences
"section 1113 of the financial institutions and reform, recovery, and enforcement act of 1989 (12 u.s.c. 3342)",LegalReferences
deletion,EconomicOperands
broker-priced,EconomicOperands
gift,EconomicOperands
reminder,EconomicOperands
constructed,EconomicOperands
residing,EconomicOperands
breakdown,EconomicOperands
exhaust,EconomicOperands
section 103(aa)(2) of the truth in lending act (15 u.s.c. 1602(aa)(2)),LegalReferences
scams,EconomicOperands
abandoned,EconomicOperands
section 1117 of the housing and economic recovery act of 2008 (public law 110289 122 stat. 2683) ,LegalReferences
nationally,EconomicOperands
awarding,EconomicOperands
(30 u.s.c. 814(e)),LegalReferences
section 129c(b)(3) of the truth in lending act,LegalReferences
compared,EconomicOperands
moving,Other
aimed at,EconomicOperands
recapture,EconomicOperands
cycle,EconomicOperands
section 128(a) of truth in lending act (15 u.s.c. 1638(a)),LegalReferences
renters,EconomicOperands
"section 626 of the omnibus appropriations act, 2009 (15 u.s.c. 1638 note)",LegalReferences
section 106(e) of the housing and urban development act of 1968 (12 u.s.c. 1701x(e)),LegalReferences
severe,EconomicOperands
"$1,244,000,000",Attributes
floating,EconomicOperands
revising,EconomicOperands
debited,EconomicOperands
subsection (b) of section 1256 of the internal revenue code of 1986,LegalReferences
left,Other
career-reserved,EconomicOperands
"section 101(e) of the housing and urban development act of 1968 (12 u.s.c. 1701x, 1701w(e))",LegalReferences
unemployment,EconomicOperands
mischaracterizing,EconomicOperands
united states housing act of 1937,LegalReferences
dwellings,EconomicOperands
misuse,EconomicOperands
repealing,RegulatoryOperators
section 130 of the truth in lending act (15 u.s.c. 1640),LegalReferences
14 unit,Attributes
section 233(b)(2) of the cranston-gonzalez national affordable housing act (42 u.s.c. 12773(b)(2)),LegalReferences
section 129c of the truth in lending act,LegalReferences
section 502 of the gramm-leach-bliley act (12 u.s.c. 6802),LegalReferences
chapter 2 of the truth in lending act (15 u.s.c. 1631 et seq.),LegalReferences
rescue,EconomicOperands
divide,RegulatoryOperators
web,EconomicOperands
density,EconomicOperands
sections 21b and 21c of the securities exchange act of 1934,LegalReferences
section 2301(f)(3)(a)(ii) of the housing and economic recovery act of 2008 (42 u.s.c. 5301(f)(3)(a)(ii)),LegalReferences
statewide,EconomicOperands
explanatory,EconomicOperands
except,LogicalConnectors
multimedia campaigns,EconomicOperands
add,RegulatoryOperators
other,LogicalConnectors
eastern democratic republic,EconomicOperands
defray,EconomicOperands
extensive,EconomicOperands
impound,EconomicOperands
amended,RegulatoryOperators
involuntary,EconomicOperands
protecting tenants at foreclosure act,LegalReferences
parens patriae,EconomicOperands
mortgage-related,EconomicOperands
cultural,EconomicOperands
announcements,EconomicOperands
sanitary,EconomicOperands
commonwealth of the northern mariana islands,EconomicOperands
debatable,EconomicOperands
section 129b of the truth in lending act,LegalReferences
(30 u.s.c. 820(b)(2)),LegalReferences
section 603(p) of the fair credit reporting act (15 u.s.c. 1681a(p)),LegalReferences
suppliers,EconomicOperands
section 1109 of the dodd-frank wall street reform and consumer protection act,LegalReferences
basis swap,EconomicOperands
section 3 of the telemarketing and consumer fraud and abuse prevention act (15 u.s.c. 6102),LegalReferences
reimbursing,EconomicOperands
interest rate floor,EconomicOperands
war-torn,EconomicOperands
borrows,EconomicOperands
amortizing,EconomicOperands
section 3(f) of the federal deposit insurance act (12 u.s.c. 1813(f)),LegalReferences
section 181(1) of the truth in lending act (15 u.s.c. 1667(1)),LegalReferences
creed,EconomicOperands
flagrant,EconomicOperands
elderly,EconomicOperands
non-complex,EconomicOperands
underdeveloped,EconomicOperands
forbearances,EconomicOperands
3.5,Attributes
export,EconomicOperands
section 106(g)(1) of the housing and urban development act of 1968 (12 u.s.c. 1701x(h)(1)),LegalReferences
redefining,EconomicOperands
section 701(b) of the equal credit opportunity act (15 u.s.c. 1691(b)),LegalReferences
"sections 233(b)(2) and 258(b) of the cranston-gonzalez national affordable housing act (42 u.s.c. 12773(b)(2), 12808(b))",LegalReferences
apparent,EconomicOperands
class c,EconomicOperands
class b,EconomicOperands
transport,EconomicOperands
warranting,EconomicOperands
facing,EconomicOperands
warnings,EconomicOperands
single-family,EconomicOperands
mines,EconomicOperands
section 5 of the real estate settlement procedures act of 1974 (12 u.s.c. 2604),LegalReferences
consists of,EconomicOperands
truth in lending act,LegalReferences
asking,EconomicOperands
unit,EconomicOperands
denied,EconomicOperands
refundable,EconomicOperands
pre-foreclosure,EconomicOperands
subcommittees,EconomicOperands
locate,EconomicOperands
"section 1122 of the financial institutions reform, recovery, and enforcement act of 1989 (12 u.s.c. 3351(b))",LegalReferences
section 103 of the truth in lending act (15 u.s.c. 1602),LegalReferences
accident,EconomicOperands
sixth,Attributes
first-time,EconomicOperands
nonjudicial,EconomicOperands
section 106(c)(5)(a)(ii) of the housing and urban development act of 1968 (12 u.s.c. 1701x(c)(5)(a)(ii)),LegalReferences
"section 1118 of the financial institutions reform, recovery, and enforcement act of 1989 (12 u.s.c. 3347)",LegalReferences
"section 1121(11) of the financial institutions reform, recovery, and enforcement act of 1989 (12 u.s.c. 3350(11)))",LegalReferences
substituted,Other
(30 u.s.c. 814(d)),LegalReferences
subtract,RegulatoryOperators
0.5 percent,Attributes
on,FunctionWords
non-establishment,EconomicOperands
section 104(3) of the truth in lending act (15 u.s.c. 1603(3)),LegalReferences
taxable years,EconomicOperands
violence,EconomicOperands
discussed,EconomicOperands
"section 13(a) or 15(d) of the securities exchange act of 1934 (15 u.s.c. 78m, 78o)",LegalReferences
informing,EconomicOperands
mutually,EconomicOperands
"""$10,000""",Attributes
section 129 of the truth in lending act (15 u.s.c. 1639),LegalReferences
currency swap,EconomicOperands
tenants,EconomicOperands
section 129(e) of the truth in lending act (15 u.s.c. 1639(e)),LegalReferences
urls,EconomicOperands
destination,EconomicOperands
"section 1103(a) of the financial institutions reform, recovery, and enforcement act of 1989 (12 u.s.c. 3332(a))",LegalReferences
followed,EconomicOperands
parity,EconomicOperands
coupon,EconomicOperands
adhere to,EconomicOperands
formulae,EconomicOperands
nongovernmental,EconomicOperands
getting,EconomicOperands
"subchapter i of chapter 57 of title 5, united states code",LegalReferences
paragraph (1) of section 2301(c) of the housing and economic recovery act of 2008,LegalReferences
title xii of division a of the american recovery and reinvestment act of 2009 (public law 1115 123 stat. 217),LegalReferences
repaid,EconomicOperands
section 106(a)(4) of the housing and urban development act of 1968 (12 u.s.c. 1701x(a)(4)),LegalReferences
lock in,EconomicOperands
section 491(b)(1)(f)(iii) of the mckinney-vento homeless assistance act (42 u.s.c. 11408(b)(1)(f)(iii)),LegalReferences
deception,EconomicOperands
"section 1116 of the financial institutions reform, recovery, and enforcement act of 1989 (12 u.s.c. 3345)",LegalReferences
commission,EconomicOperands
spending,EconomicOperands
refinancings,EconomicOperands
hazards,EconomicOperands
depicted,EconomicOperands
crackdown,EconomicOperands
handbook,EconomicOperands
exceptional,Attributes
royalties,EconomicOperands
"section 1122(d) of the financial institutions reform, recovery, and enforcement act of 1989 (12 u.s.c. 3351(d))",LegalReferences
diligence,EconomicOperands
dangers,EconomicOperands
delayed,EconomicOperands
"101 and 102 of the higher education act of 1965 (20 u.s.c. 1001, 1002)",LegalReferences
1-month,Attributes
"title xi of the financial institutions reform, recovery, and enforcement act of 1989 (12 u.s.c. 3331 et seq.)",LegalReferences
reappointed,EconomicOperands
unreliable,EconomicOperands
"section 1121(8) of the financial institutions reform, recovery, and enforcement act of 1989 (12 u.s.c. 3350(8))",LegalReferences
closed-end,EconomicOperands
mineral,EconomicOperands
reset,EconomicOperands
section 130(e) of the truth in lending act (15 u.s.c. 1640(e)),LegalReferences
rejection,EconomicOperands
homeownership,EconomicOperands
"section 1109(a) of the financial institutions reform, recovery, and enforcement act of 1989 (12 u.s.c. 3338(a))",LegalReferences
"september 7, 2008",Attributes
anti-deficiency,EconomicOperands
section 8 of the united states housing act of 1937 (42 u.s.c. 1437f),LegalReferences
exploration,EconomicOperands
time,EconomicOperands
31.0,Attributes
reconvening,EconomicOperands
vice chairmen of the board,EconomicOperands
june 15,Attributes
piece,EconomicOperands
similar,LogicalConnectors
no-cost,EconomicOperands
accelerate,EconomicOperands
"$175,000,000,000",Attributes
section 128 of the truth in lending act (15 u.s.c. 1638),LegalReferences
mortgaged,EconomicOperands
44 percent,Attributes
universal,EconomicOperands
citation,EconomicOperands
influence,EconomicOperands
coerce,EconomicOperands
counseling-related,EconomicOperands
"section 1122 of the financial institutions reform, recovery, and enforcement act of 1989 (12 u.s.c. 3351)",LegalReferences
alt-a loans,EconomicOperands
cultural styles,EconomicOperands
lifetime,EconomicOperands
deed,EconomicOperands
"section 1110 of the financial institutions reform, recovery, and enforcement act of 1989 (12 u.s.c. 3339)",LegalReferences
dealer,EconomicOperands
due-on-sale,EconomicOperands
amendments,Other
taxable years beginning,EconomicOperands
color,EconomicOperands
extorts,EconomicOperands
arra,EconomicOperands
28 percent,Attributes
appraisal subcommittee,EconomicOperands
"""community planning and developmentcommunity development fund""",EconomicOperands
peace,EconomicOperands
section 106(a)(4)(f) of the housing and urban development act of 1968 (12 u.s.c. 1701x(a)(4)(f)),LegalReferences
nonredacted,EconomicOperands
interest rate cap,EconomicOperands
flood,EconomicOperands
sewer,EconomicOperands
functionality,EconomicOperands
conferring,RegulatoryOperators
formalize,EconomicOperands
36 months,Attributes
set-off,EconomicOperands
pro-rated,RegulatoryOperators
subsections (d)(2)(b) and (m)(1) of section 255 (12 u.s.c. 1715z20),LegalReferences
2007,Attributes
department of housing and urban development,EconomicOperands
ineligible,RegulatoryOperators
economies,EconomicOperands
calculating,EconomicOperands
loan-loss,EconomicOperands
creditor-placed,EconomicOperands
bribe,EconomicOperands
miscellaneous,FunctionWords
ministry of mines,EconomicOperands
