Operands;WEIGHTED;OPERANDS;;
Operands;AGGREGATE;OPERATORS;;
Operands;ALLOCATION;OPERATORS;;
Operands;APPORTIONMENT;OPERATORS;;
Operands;ASSESSMENT;OPERATORS;;
Operands;ASSOCIATED;OPERATORS;;
Operands;ATTRIBUTED;OPERATORS;;
Operands;BALANCE;OPERATORS;;
Operands;BALANCES;OPERATORS;;
Operands;CALCULATION;OPERATORS;;
Operands;CALCULATIONS;OPERATORS;;
Operands;CASEBYCASE;OPERATORS;;
Operands;COMPARABILITY;OPERATORS;;
Operands;COMPARATIVE;OPERATORS;;
Operands;CONCERN;OPERATORS;;
Operands;CONCERNED;OPERATORS;;
Operands;CONCERNS;OPERATORS;;
Operands;CONDITIONS;OPERATORS;;
Operands;CONFIRMATION;OPERATORS;;
Operands;CONFIRMED;OPERATORS;;
Operands;CONNECT;OPERATORS;;
Operands;COUNTED;OPERATORS;;
Operands;DECLINE;OPERATORS;;
Operands;DEDUCIBLE;OPERATORS;;
Operands;DEDUCTIONS;OPERATORS;;
Operands;DEFINED;OPERATORS;;
Operands;DEFINITION;OPERATORS;;
Operands;DETERMINANTS;OPERATORS;;
Operands;DETERMINATIONS;OPERATORS;;
Operands;DETERMINING;OPERATORS;;
Operands;DISTINCTION;OPERATORS;;
Operands;DISTINGUISHED;OPERATORS;;
Operands;DUPLICATION;OPERATORS;;
Operands;DUPLICATIVE;OPERATORS;;
Operands;ELIMINATE;OPERATORS;;
Operands;ENFORCEMENT;OPERATORS;;
Operands;EQUIVALENCY;OPERATORS;;
Operands;ESTABLISHED;OPERATORS;;
Operands;ESTABLISHING;OPERATORS;;
Operands;EXCEED;OPERATORS;;
Operands;EXCEPTIONAL;OPERATORS;;
Operands;EXCESSIVE;OPERATORS;;
Operands;EXCESSIVELY;OPERATORS;;
Operands;EXCLUSIONS;OPERATORS;;
Operands;EXCLUSIVELY;OPERATORS;;
Operands;EXEMPTION;OPERATORS;;
Operands;EXIST;OPERATORS;;
Operands;EXISTING;OPERATORS;;
Operands;EXTRACTION;OPERATORS;;
Operands;FACTORING;OPERATORS;;
Operands;FALL;OPERATORS;;
Operands;FULLEST;OPERATORS;;
Operands;GAPS;OPERATORS;;
Operands;GREATEST;OPERATORS;;
Operands;IDENTIFY;OPERATORS;;
Operands;IMPLEMENTED;OPERATORS;;
Operands;INCLUDE;OPERATORS;;
Operands;INCORPORATED;OPERATORS;;
Operands;INCORPORATION;OPERATORS;;
Operands;INDICATOR;OPERATORS;;
Operands;INSTANCES;OPERATORS;;
Operands;INTEGRATED;OPERATORS;;
Operands;INVOLVE;OPERATORS;;
Operands;INVOLVED;OPERATORS;;
Operands;INVOLVING;OPERATORS;;
Operands;LACK;OPERATORS;;
Operands;LIMIT;OPERATORS;;
Operands;LIMITATIONS;OPERATORS;;
Operands;LIMITED;OPERATORS;;
Operands;OBLIGATIONS;OPERATORS;;
Operands;OUTWEIGH;OPERATORS;;
Operands;PERCENTAGE;OPERATORS;;
Operands;PORTIONS;OPERATORS;;
Operands;PROPORTIONALITY;OPERATORS;;
Operands;RAISED;OPERATORS;;
Operands;RECOMMEND;OPERATORS;;
Operands;RECOMMENDATION;OPERATORS;;
Operands;REFERENCED;OPERATORS;;
Operands;REFERS;OPERATORS;;
Operands;REGARD;OPERATORS;;
Operands;REGARDED;OPERATORS;;
Operands;REGARDS;OPERATORS;;
Operands;REGULATION;OPERATORS;;
Operands;REGULATIONS;OPERATORS;;
Operands;REGULATORS;OPERATORS;;
Operands;REGULATORY;OPERATORS;;
Operands;RELATIVELY;OPERATORS;;
Operands;REPRESENT;OPERATORS;;
Operands;REQUEST;OPERATORS;;
Operands;REQUESTS;OPERATORS;;
Operands;RESULT;OPERATORS;;
Operands;RESULTING;OPERATORS;;
Operands;RESULTS;OPERATORS;;
Operands;RETURNS;OPERATORS;;
Operands;RULE5;OPERATORS;;
Operands;RULING;OPERATORS;;
Operands;RULINGS;OPERATORS;;
Operands;SHIFT;OPERATORS;;
Operands;SMALLER;OPERATORS;;
Operands;SPECIFIC;OPERATORS;;
Operands;SPECIFICITIES;OPERATORS;;
Operands;STRICTER;OPERATORS;;
Operands;STRICTEST;OPERATORS;;
Operands;SUBDIVISION;OPERATORS;;
Operands;SUBDIVISIONS;OPERATORS;;
Operands;SUBJECTED;OPERATORS;;
Operands;SUPERVISION;OPERATORS;;
Operands;SUPERVISORY;OPERATORS;;
Operands;TESTED;OPERATORS;;
Operands;TOTAL;OPERATORS;;
Operands;VERIFIED;OPERATORS;;
Operands;DISREGARDED;OPERATORS;;
Operands;AIMS;Unclassified;;
Operands;APPEAR;Unclassified;;
Operands;CHANGE;Unclassified;;
Operands;CHANGED;Unclassified;;
Operands;CHANGING;Unclassified;;
Operands;CHOICE;Unclassified;;
Operands;CHOOSE;Unclassified;;
Operands;CHOSEN;Unclassified;;
Operands;CONSIDERATION;Unclassified;;
Operands;CONSIDERATIONS;Unclassified;;
Operands;CONSIDERED;Unclassified;;
Operands;CONSIDERS;Unclassified;;
Operands;LOOKING;Unclassified;;
Operands;X;Unclassified;;
Operands;ANNEXES;Unnecessary;;
Operands;FIRSTLY;Unnecessary;;
Operators;CONSULTS;OPERANDS;;
Operators;CORRECTIONS;OPERANDS;;
Operators;CREDITS;OPERANDS;;
Operators;CRITERION;OPERANDS;;
Operators;DEMONSTRATED;OPERANDS;;
Operators;FULL;OPERANDS;;
Operators;INCIDENTALLY;OPERANDS;;
Operators;INITIALLY;OPERANDS;;
Operators;OPTIONS;OPERANDS;;
Operators;OUTCOME;OPERANDS;;
Operators;PERFORMING;OPERANDS;;
Operators;POSED;OPERANDS;;
Operators;PRESUMED;OPERANDS;;
Operators;RECOGNIZED;OPERANDS;;
Operators;SIMPLIFIES;OPERANDS;;
Operators;SPLITTING;OPERANDS;;
Operators;STRICTLY;OPERANDS;;
Operators;SUBMIT;OPERANDS;;
Operators;SUBSEQUENTLY;OPERANDS;;
Operators;WEIGHTING;OPERANDS;;
Operators;AGGREGATED;OPERATORS;;
Operators;AGGREGATES;OPERATORS;;
Operators;AGGREGATION;OPERATORS;;
Operators;ALLOCABLE;OPERATORS;;
Operators;ALLOCATE;OPERATORS;;
Operators;ALLOCATED;OPERATORS;;
Operators;ALLOCATES;OPERATORS;;
Operators;ALLOCATING;OPERATORS;;
Operators;ALLOCATIONS;OPERATORS;;
Operators;APPORTION;OPERATORS;;
Operators;APPORTIONED;OPERATORS;;
Operators;ASSESS;OPERATORS;;
Operators;ASSESSED;OPERATORS;;
Operators;ASSESSING;OPERATORS;;
Operators;ASSOCIATE;OPERATORS;;
Operators;ATTRIBUTE;OPERATORS;;
Operators;ATTRIBUTION;OPERATORS;;
Operators;BALANCING;OPERATORS;;
Operators;CALCULATE;OPERATORS;;
Operators;CALCULATED;OPERATORS;;
Operators;CALCULATES;OPERATORS;;
Operators;CALCULATING;OPERATORS;;
Operators;CASE;OPERATORS;;
Operators;CASES;OPERATORS;;
Operators;CLOSER;OPERATORS;;
Operators;CLOSEST;OPERATORS;;
Operators;COMPARABLE;OPERATORS;;
Operators;COMPARABLES;OPERATORS;;
Operators;COMPARABLY;OPERATORS;;
Operators;COMPARE;OPERATORS;;
Operators;COMPARED;OPERATORS;;
Operators;COMPARES;OPERATORS;;
Operators;COMPARING;OPERATORS;;
Operators;COMPARISONS;OPERATORS;;
Operators;CONCERNING;OPERATORS;;
Operators;CONDITIONED;OPERATORS;;
Operators;CONFIRM;OPERATORS;;
Operators;CONFIRMS;OPERATORS;;
Operators;CONNECTION;OPERATORS;;
Operators;COUNTING;OPERATORS;;
Operators;COVER;OPERATORS;;
Operators;COVERED;OPERATORS;;
Operators;DECREASE;OPERATORS;;
Operators;DECREASED;OPERATORS;;
Operators;DEDUCTED;OPERATORS;;
Operators;DEDUCTIBLE;OPERATORS;;
Operators;DEDUCTING;OPERATORS;;
Operators;DEDUCTION;OPERATORS;;
Operators;DEFINE;OPERATORS;;
Operators;DEFINES;OPERATORS;;
Operators;DEFINING;OPERATORS;;
Operators;DEFINITIONAL;OPERATORS;;
Operators;DEFINITIONS;OPERATORS;;
Operators;DETERMINATION;OPERATORS;;
Operators;DETERMINE;OPERATORS;;
Operators;DETERMINED;OPERATORS;;
Operators;DETERMINES;OPERATORS;;
Operators;DISTINCT;OPERATORS;;
Operators;DISTINGUISH;OPERATORS;;
Operators;DISTINGUISHABLE;OPERATORS;;
Operators;DISTINGUISHES;OPERATORS;;
Operators;DUPLICATE;OPERATORS;;
Operators;ELIMINATED;OPERATORS;;
Operators;ELIMINATING;OPERATORS;;
Operators;ELIMINATION;OPERATORS;;
Operators;ENFORCE;OPERATORS;;
Operators;ENFORCING;OPERATORS;;
Operators;ENSURE;OPERATORS;;
Operators;ENSURES;OPERATORS;;
Operators;ENSURING;OPERATORS;;
Operators;EQUIVALENCE;OPERATORS;;
Operators;EQUIVALENT;OPERATORS;;
Operators;ESTABLISH;OPERATORS;;
Operators;EVALUATE;OPERATORS;;
Operators;EVALUATED;OPERATORS;;
Operators;EVALUATING;OPERATORS;;
Operators;EXCEPTION;OPERATORS;;
Operators;EXCEPTIONS;OPERATORS;;
Operators;EXCESS;OPERATORS;;
Operators;EXCLUDE;OPERATORS;;
Operators;EXCLUDED;OPERATORS;;
Operators;EXCLUSION;OPERATORS;;
Operators;EXCLUSIVE;OPERATORS;;
Operators;EXEMPT;OPERATORS;;
Operators;EXEMPTIONS;OPERATORS;;
Operators;EXISTS;OPERATORS;;
Operators;EXTRACTED;OPERATORS;;
Operators;FACTOR;OPERATORS;;
Operators;FACTORS;OPERATORS;;
Operators;FALLS;OPERATORS;;
Operators;FIRST;OPERATORS;;
Operators;GREATER;OPERATORS;;
Operators;IDENTIFICATION;OPERATORS;;
Operators;IDENTIFIED;OPERATORS;;
Operators;IDENTIFIES;OPERATORS;;
Operators;IDENTIFYING;OPERATORS;;
Operators;IMPLEMENT;OPERATORS;;
Operators;IMPLEMENTATION;OPERATORS;;
Operators;IMPLEMENTING;OPERATORS;;
Operators;INCLUDED;OPERATORS;;
Operators;INCLUDES;OPERATORS;;
Operators;INCLUDING;OPERATORS;;
Operators;INCLUSION;OPERATORS;;
Operators;INCLUSIVE;OPERATORS;;
Operators;INCORPORATE;OPERATORS;;
Operators;INCORPORATING;OPERATORS;;
Operators;INDICATE;OPERATORS;;
Operators;INDICATIONS;OPERATORS;;
Operators;INDICATORS;OPERATORS;;
Operators;INSTANCE;OPERATORS;;
Operators;INTEGRATE;OPERATORS;;
Operators;INVOLVES;OPERATORS;;
Operators;LACKING;OPERATORS;;
Operators;LIMITATION;OPERATORS;;
Operators;LIMITING;OPERATORS;;
Operators;LIMITS;OPERATORS;;
Operators;NUMERATOR;OPERATORS;;
Operators;OBLIGATED;OPERATORS;;
Operators;PERCENTAGES;OPERATORS;;
Operators;PORTION;OPERATORS;;
Operators;PROPORTION;OPERATORS;;
Operators;PROPORTIONALLY;OPERATORS;;
Operators;RAISE;OPERATORS;;
Operators;RAISES;OPERATORS;;
Operators;RECOMMENDATIONS;OPERATORS;;
Operators;REFER;OPERATORS;;
Operators;REFERENCES;OPERATORS;;
Operators;REFERRED;OPERATORS;;
Operators;REGARDING;OPERATORS;;
Operators;REGARDLESS;OPERATORS;;
Operators;REGULATE;OPERATORS;;
Operators;REGULATED;OPERATORS;;
Operators;RELATIVE;OPERATORS;;
Operators;REPRESENTED;OPERATORS;;
Operators;REPRESENTS;OPERATORS;;
Operators;RESULTED;OPERATORS;;
Operators;RETURN;OPERATORS;;
Operators;RULE;OPERATORS;;
Operators;SHIFTED;OPERATORS;;
Operators;SHIFTING;OPERATORS;;
Operators;SHIFTS;OPERATORS;;
Operators;SPECIFICALLY;OPERATORS;;
Operators;SPECIFIED;OPERATORS;;
Operators;SUBDIVIDE;OPERATORS;;
Operators;SUBJECT;OPERATORS;;
Operators;SUBJECTING;OPERATORS;;
Operators;SUPERVISE;OPERATORS;;
Operators;TEST;OPERATORS;;
Operators;TESTING;OPERATORS;;
Operators;TESTS;OPERATORS;;
Operators;TREAT;OPERATORS;;
Operators;TREATED;OPERATORS;;
Operators;TREATMENT;OPERATORS;;
Operators;VERIFY;OPERATORS;;
Operators;DISREGARDING;OPERATORS;;
Operators;AIMED;Unclassified;;
Operators;APPEARS;Unclassified;;
Operators;CHANGES;Unclassified;;
Operators;CHOOSING;Unclassified;;
Operators;CONSIDERING;Unclassified;;
Operators;LOOKS;Unclassified;;
Operators;ANNEX;Unnecessary;;
Operators;FINALLY;Unnecessary;;
